"delivery_id","delivery_type","delivery_status","delivery_datetime","user_id","order_detail_id","shipper_id","product_id"
8968,"Same-Day","Delivered","2023-08-09 00:21:29.17271",254644,7245,NA,8024
3696,"Standard","Delivered","2023-01-09 21:59:01.048043",254644,3943,NA,1390
7440,"Express","Delivered","2023-07-22 17:01:48.286712",256955,2368,9695,3629
2472,"Express","Delivered","2023-09-22 13:37:31.960132",256955,7954,NA,8128
7335,"Express","Delivered","2023-11-04 02:54:48.501006",257071,4316,NA,1846
5081,"Pickup","Delivered","2023-04-20 03:09:08.816275",257071,3373,1283,3228
3129,"Express","Delivered","2023-08-17 04:24:00.716976",257071,7569,NA,4679
1464,"Standard","Delivered","2023-06-27 13:38:33.452315",257276,2881,7708,2578
2818,"Pickup","Delivered","2023-11-05 05:21:16.27392",257446,1511,NA,8906
5030,"Express","Delivered","2023-03-04 14:24:25.876693",257446,6216,2666,5681
5011,"Same-Day","Delivered","2023-10-15 14:53:37.935848",257446,3880,NA,9344
3486,"Same-Day","Delivered","2023-07-08 10:16:19.585319",257705,6857,7062,9870
9507,"Standard","Delivered","2023-05-01 03:01:34.540767",257909,6768,NA,2221
7094,"Standard","Delivered","2023-04-19 14:03:52.549426",257909,5940,NA,3007
3796,"Pickup","Delivered","2023-03-30 14:28:26.679229",257909,6070,7587,5268
5449,"Pickup","Delivered","2023-06-21 15:04:21.645855",258204,3083,NA,3973
5439,"Standard","Delivered","2023-06-10 17:29:00.130326",258204,6172,NA,4907
7004,"Same-Day","Delivered","2023-06-24 15:05:22.750613",258204,9322,NA,3375
5366,"Standard","Delivered","2023-04-15 15:03:39.924878",258580,1941,NA,6469
3201,"Express","Delivered","2023-07-13 01:13:13.378363",258580,7591,9271,7550
5502,"Standard","Delivered","2023-11-24 05:10:17.235652",258580,8927,7587,9944
9125,"Same-Day","Delivered","2023-12-18 19:41:19.149283",259281,8004,7062,3869
1125,"Standard","Delivered","2023-09-23 23:15:24.254646",259281,7990,7587,3119
9742,"Standard","Delivered","2023-11-19 10:30:30.689956",259281,2861,NA,1295
2026,"Pickup","Delivered","2023-11-22 02:31:20.031477",261045,1361,4833,8430
1488,"Same-Day","Delivered","2023-11-01 08:12:17.488469",261045,7899,NA,6969
6513,"Express","Delivered","2023-03-03 22:29:36.78013",261902,6141,NA,4737
2945,"Express","Delivered","2023-11-12 17:19:39.036306",261902,4773,1283,2492
8292,"Standard","Delivered","2023-06-02 11:56:59.341455",261902,4934,NA,5904
3018,"Pickup","Delivered","2023-05-11 10:53:46.629317",263370,5530,2666,4026
2327,"Same-Day","Delivered","2023-04-17 17:51:37.321576",263370,8649,NA,1323
8194,"Same-Day","Delivered","2023-12-03 18:14:42.7138",265151,2550,7062,4181
4090,"Express","Delivered","2023-07-14 13:21:56.455449",265208,5825,NA,6087
8906,"Same-Day","Delivered","2023-06-24 10:27:01.566186",267607,9309,7505,8081
1386,"Same-Day","Delivered","2023-05-09 20:26:25.629272",267607,1490,7505,9498
5142,"Standard","Delivered","2023-10-11 04:47:58.740015",267777,2729,4833,8205
5044,"Pickup","Delivered","2023-01-30 13:23:01.530876",267777,3073,NA,6916
4228,"Same-Day","Delivered","2023-03-11 11:11:40.357249",268155,4926,NA,6134
2233,"Same-Day","Delivered","2023-10-23 18:08:29.005769",268155,8327,1283,2883
6394,"Express","Delivered","2023-09-22 09:50:28.620929",268155,3780,1283,6810
8414,"Standard","Delivered","2023-11-21 21:23:59.328886",268612,4190,NA,1900
2595,"Express","Delivered","2023-09-29 06:50:25.921165",269692,9921,9271,3806
6443,"Express","Delivered","2023-09-11 15:52:09.381698",269692,2236,4833,8387
5445,"Express","Delivered","2023-10-15 15:22:55.166188",269692,6093,NA,3061
6624,"Standard","Delivered","2023-11-11 05:05:52.743966",270802,5823,NA,1141
8235,"Express","Delivered","2023-02-07 01:08:20.433221",274930,1488,NA,8808
5060,"Standard","Delivered","2023-07-03 16:15:50.851055",275497,5260,1283,7106
5376,"Standard","Delivered","2023-06-24 12:20:37.67665",275505,3280,2449,6858
2251,"Standard","Delivered","2023-02-03 00:47:55.059441",275505,9161,7587,6156
3296,"Express","Delivered","2023-09-18 10:37:08.225317",275745,1092,9271,6944
1413,"Pickup","Delivered","2023-04-18 15:57:02.273129",275745,6008,9695,3198
6692,"Express","Delivered","2023-07-17 11:16:27.929095",276989,7292,NA,4962
4544,"Same-Day","Delivered","2023-03-05 18:04:12.431884",276989,7751,7062,3520
8197,"Pickup","Delivered","2023-11-07 22:10:35.768214",276989,4226,NA,9514
7822,"Same-Day","Delivered","2023-08-20 03:40:58.059289",277294,9997,7062,8755
1028,"Standard","Delivered","2023-04-05 19:01:44.805312",277294,7821,NA,8237
4697,"Pickup","Delivered","2023-03-10 23:36:10.801295",278284,1599,NA,8510
6253,"Standard","Delivered","2023-08-23 23:14:58.84887",278679,3369,7062,7843
2946,"Standard","Delivered","2023-03-05 12:03:22.367862",279017,9701,2666,9323
8658,"Same-Day","Delivered","2023-07-15 18:34:34.557768",279017,3396,7505,9222
3205,"Pickup","Delivered","2023-02-23 05:52:53.327601",279017,5037,4833,4106
4796,"Same-Day","Delivered","2023-03-23 05:18:07.1603",279625,3715,NA,7614
6436,"Standard","Delivered","2023-12-05 12:02:01.755928",279625,2734,1283,6925
5959,"Pickup","Delivered","2023-02-25 04:01:26.595474",279625,4480,NA,8767
9683,"Pickup","Delivered","2023-11-04 18:54:06.702688",280358,2343,NA,2447
4527,"Express","Delivered","2023-08-26 02:06:24.44655",280358,6231,7708,1959
1863,"Same-Day","Delivered","2023-11-24 20:48:09.958146",281111,2444,9695,4290
2235,"Same-Day","Delivered","2023-05-25 23:10:34.393173",281111,8047,4833,7047
8723,"Express","Delivered","2023-03-25 13:49:56.128978",282031,7923,9695,4208
3937,"Same-Day","Delivered","2023-07-29 19:40:03.22463",282031,5464,NA,3706
9284,"Express","Delivered","2023-11-05 16:32:29.453062",282031,9593,9271,8818
1992,"Standard","Delivered","2023-10-28 19:06:03.297292",283242,5218,NA,8464
8621,"Standard","Delivered","2023-03-02 06:33:25.1263",283706,7674,NA,5327
6388,"Pickup","Delivered","2023-08-06 20:11:24.238567",286640,5373,7505,3546
9361,"Same-Day","Delivered","2023-01-21 09:58:35.408814",286640,5815,9271,5444
2846,"Same-Day","Delivered","2023-09-17 19:13:40.11133",286810,2457,NA,7318
5224,"Express","Delivered","2023-11-30 20:17:09.022173",286810,2551,4833,5349
9891,"Pickup","Delivered","2023-12-07 21:30:31.427503",286894,2908,NA,6615
1414,"Pickup","Delivered","2023-08-05 01:45:31.224802",286894,3973,7587,9362
5437,"Same-Day","Pending",NA,287453,4962,NA,8590
7204,"Standard","Delivered","2023-06-20 17:10:47.901709",287453,4462,NA,9775
3706,"Same-Day","Delivered","2023-06-25 20:43:10.509519",287453,5185,9695,5404
9045,"Standard","Delivered","2023-02-12 20:43:36.210768",287522,5358,NA,2498
6171,"Standard","Delivered","2023-11-21 16:43:31.693767",287522,4478,NA,1478
7544,"Pickup","Delivered","2023-06-23 01:44:27.073551",287766,4334,NA,7277
8465,"Standard","Delivered","2023-12-08 22:56:54.966899",289382,2030,9271,4911
6755,"Pickup","Delivered","2023-09-12 16:40:03.33672",289382,3898,1283,6249
7687,"Express","Delivered","2023-09-18 17:55:43.105557",289382,9050,NA,6235
9889,"Same-Day","Pending","2023-12-28 07:12:42.11257",289436,2659,4833,5211
4416,"Same-Day","Delivered","2023-02-14 23:49:05.727689",291554,1377,9271,2640
4545,"Pickup","Delivered","2023-08-22 07:13:02.272328",291554,6393,2666,7741
8314,"Pickup","Delivered","2023-07-17 03:04:28.608581",292157,3670,NA,1048
1108,"Pickup","Delivered","2023-05-23 15:35:47.163851",292157,3393,7505,8229
4429,"Standard","Delivered","2023-10-11 16:28:17.223591",293528,9200,2449,5005
1999,"Same-Day","Delivered","2023-10-20 19:00:37.249996",293528,2134,4833,5791
4484,"Same-Day","Delivered","2023-03-01 21:51:32.83247",294064,5814,NA,7161
6714,"Standard","Delivered","2023-07-25 02:40:16.061763",294064,1735,NA,1113
8114,"Pickup","Delivered","2023-06-14 14:26:23.389997",294294,4928,9271,6685
1472,"Pickup","Delivered","2023-02-06 11:28:19.452554",294294,5219,NA,1117
4439,"Same-Day","Delivered","2023-10-10 13:49:41.549153",294294,7953,NA,9725
9391,"Pickup","Delivered","2023-10-05 20:49:34.187844",296340,3288,2666,8071
5987,"Same-Day","Delivered","2023-08-07 21:29:25.715247",297304,7069,NA,1958
9582,"Standard","Delivered","2023-06-08 08:32:11.983741",299252,8761,7062,3326
5611,"Express","Delivered","2023-09-24 23:00:14.990276",299252,9267,NA,7741
4530,"Standard","Delivered","2023-02-04 00:37:17.390379",299252,2268,7587,9600
3213,"Pickup","Delivered","2023-09-19 20:02:25.832696",299818,4130,NA,5518
2753,"Express","Delivered","2023-02-02 04:48:49.319664",299818,9216,NA,8089
1362,"Standard","Delivered","2023-05-28 04:46:53.373763",299818,9349,4833,8266
3663,"Standard","Delivered","2023-05-02 04:29:49.996132",301810,8739,NA,6258
5392,"Same-Day","Delivered","2023-09-05 22:13:40.468198",301810,7150,NA,5199
3130,"Same-Day","Delivered","2023-10-28 03:12:39.307167",302288,6551,NA,7745
3929,"Pickup","Out for Delivery",NA,302288,8470,NA,5608
2811,"Standard","Delivered","2023-11-19 15:37:00.21779",302288,6686,NA,4077
9656,"Standard","Delivered","2023-10-17 05:56:01.642934",304395,8913,NA,6799
5088,"Pickup","Delivered","2023-08-11 19:42:55.870706",304395,2974,NA,2329
8275,"Same-Day","Delivered","2023-06-04 05:04:28.32821",304693,8695,7708,3955
6501,"Standard","Delivered","2023-08-22 11:02:54.910632",304693,6255,NA,8852
9287,"Same-Day","Delivered","2023-03-07 05:47:52.124789",304715,1052,NA,2561
9073,"Same-Day","Delivered","2023-11-26 05:50:53.776067",304715,8345,7062,8631
9083,"Pickup","Delivered","2023-06-14 00:09:39.696232",306921,4797,9271,9354
6469,"Standard","Delivered","2023-02-19 04:50:01.860309",306921,6051,7505,6692
6016,"Same-Day","Delivered","2023-02-17 08:47:46.677122",306921,5159,NA,2596
5110,"Pickup","Delivered","2023-07-19 07:59:55.541136",306977,5060,7062,2979
6876,"Standard","Delivered","2023-03-30 17:49:53.578948",307008,3188,7708,3336
3407,"Standard","Delivered","2023-04-24 07:08:25.842425",307008,3776,7505,6765
5273,"Same-Day","Out for Delivery","2023-12-21 16:48:46.927945",307008,6371,NA,1570
8322,"Same-Day","Delivered","2023-05-16 10:31:50.957857",308001,8416,7062,6042
3630,"Standard","Delivered","2023-09-23 17:24:16.883401",308001,9699,7587,5717
7923,"Standard","Delivered","2023-10-24 04:15:51.248378",308100,2257,9695,1621
5597,"Express","Delivered","2023-03-08 01:52:47.862828",308100,7774,NA,9512
3515,"Same-Day","Delivered","2023-10-13 14:40:08.536477",308100,4030,NA,6458
9574,"Express","Delivered","2023-04-01 09:42:33.585948",308636,5911,9271,4709
8167,"Standard","Delivered","2023-01-29 10:36:36.871877",308636,7583,NA,7831
6127,"Standard","Delivered","2023-08-24 07:04:47.787683",308636,5556,NA,7063
3867,"Express","Delivered","2023-02-28 03:29:40.501588",309166,7148,NA,9615
6537,"Standard","Delivered","2023-06-27 15:59:56.727685",309166,1084,NA,8246
6568,"Same-Day","Delivered","2023-08-10 18:36:37.444951",309166,4207,2666,1744
8563,"Same-Day","Delivered","2023-02-07 04:35:18.137421",309674,7785,NA,2117
3987,"Same-Day","Delivered","2023-06-30 21:34:09.195503",309674,3787,NA,1260
4389,"Express","Delivered","2023-09-05 06:30:33.831876",309674,4766,9695,5761
7832,"Pickup","Delivered","2023-06-28 10:06:05.53013",310563,9927,7708,1450
2557,"Pickup","Delivered","2023-06-02 07:24:46.662432",310563,6771,2449,8500
4284,"Express","Delivered","2023-07-08 12:47:05.835729",310563,5120,NA,5233
3487,"Express","Delivered","2023-11-03 18:12:41.598122",311496,6543,2449,4223
4725,"Pickup","Delivered","2023-11-21 18:11:43.839151",314149,9320,7062,4947
2280,"Same-Day","Delivered","2023-03-18 13:41:27.494963",315318,8825,NA,8382
5805,"Standard","Delivered","2023-08-20 09:09:39.59748",315318,5302,2449,1440
4235,"Same-Day","Delivered","2023-02-07 05:15:55.81911",315318,5671,NA,3584
8476,"Express","Delivered","2023-11-23 19:23:53.071996",315501,3045,7587,3789
1202,"Express","Delivered","2023-08-21 13:23:57.924092",315501,3976,9271,8797
3794,"Same-Day","Delivered","2023-12-01 18:43:58.048455",316216,1145,9271,1656
8304,"Express","Delivered","2023-04-12 18:44:53.558051",316216,8092,NA,1188
7146,"Same-Day","Delivered","2023-04-23 14:11:55.274367",316216,3098,1283,7762
7015,"Express","Delivered","2023-06-25 15:54:45.037302",316561,8799,NA,6691
7646,"Pickup","Delivered","2023-06-11 23:39:51.313275",318571,9960,2666,3789
3319,"Same-Day","Delivered","2023-04-21 23:09:17.458808",318571,2568,NA,1108
9254,"Same-Day","Delivered","2023-05-09 04:24:05.456238",320096,3168,NA,6592
4153,"Same-Day","Out for Delivery","2023-12-16 17:26:34.619105",320096,5502,2666,2661
8425,"Same-Day","Delivered","2023-08-27 10:30:49.965289",325240,9816,2666,2562
3508,"Pickup","Delivered","2023-08-11 09:46:59.146085",325240,4037,9271,1438
4740,"Same-Day","Delivered","2023-03-17 11:51:58.725282",325240,2673,NA,1342
2709,"Standard","Delivered","2023-03-08 18:42:45.551584",325970,4305,NA,9905
9541,"Standard","Delivered","2023-11-06 09:15:20.022469",326932,1310,7062,8857
7451,"Standard","Delivered","2023-10-21 21:59:35.00151",326932,7454,1283,7538
2111,"Express","Delivered","2023-02-25 09:13:42.85301",327260,9789,NA,9175
3347,"Standard","Delivered","2023-06-22 19:59:57.765505",327260,5701,NA,7211
1316,"Same-Day","Delivered","2023-08-14 10:49:48.030209",327260,9037,7505,4213
1543,"Standard","Delivered","2023-03-26 09:35:17.006119",327814,6984,NA,1735
7878,"Standard","Delivered","2023-05-18 16:35:19.240232",328391,3570,9271,1387
4510,"Same-Day","Delivered","2023-05-12 12:57:46.868522",328391,4492,2449,9946
9218,"Standard","Delivered","2023-08-04 09:40:22.999068",328391,7504,NA,9751
7611,"Express","Delivered","2023-04-13 10:06:56.965196",328612,5538,NA,2197
1639,"Pickup","Delivered","2023-08-09 22:39:30.378841",328612,1865,NA,6305
9632,"Same-Day","Delivered","2023-10-27 17:36:53.675876",328612,8919,NA,8916
4295,"Pickup","Delivered","2023-05-22 01:34:53.970926",329297,3543,NA,8879
1330,"Pickup","Delivered","2023-12-17 10:00:49.791931",329297,3636,NA,2072
2617,"Pickup","Delivered","2023-04-11 13:30:55.487528",329297,5389,NA,6460
6850,"Pickup","Delivered","2023-12-18 18:39:02.256939",329316,4843,7062,3230
7520,"Pickup","Delivered","2023-10-04 18:54:20.922807",329316,3394,NA,4564
8769,"Pickup","Delivered","2023-03-13 17:04:22.176785",329316,4129,9695,5807
9307,"Same-Day","Delivered","2023-11-21 20:23:36.64592",331749,3861,1283,7713
7895,"Pickup","Delivered","2023-11-09 22:39:06.81701",331749,2095,7708,3934
1503,"Express","Delivered","2023-11-08 21:02:29.127837",334079,6293,9271,4573
3849,"Same-Day","Delivered","2023-07-17 02:20:25.103728",334079,3272,9695,4833
3000,"Express","Delivered","2023-02-05 10:09:37.071892",334273,5113,2666,1549
8189,"Pickup","Delivered","2023-07-01 20:28:17.246772",334273,4682,NA,8033
1023,"Pickup","Delivered","2023-05-25 14:25:53.743366",334814,4691,NA,5551
8742,"Pickup","Delivered","2023-11-12 12:16:44.691815",334814,8638,4833,5320
6185,"Standard","Delivered","2023-07-28 06:06:09.833279",334814,9428,2449,8735
2295,"Pickup","Delivered","2023-05-27 14:53:17.200173",337246,4526,2666,6945
3270,"Express","Delivered","2023-05-03 04:52:03.637801",337246,7238,NA,2613
3313,"Standard","Delivered","2023-07-07 04:20:09.382865",338742,3425,2666,5207
5312,"Pickup","Delivered","2023-05-17 04:01:33.203686",338742,9664,7505,6807
9508,"Standard","Delivered","2023-09-07 04:36:31.666312",338742,2068,NA,6324
6475,"Standard","Delivered","2023-03-05 16:29:53.395731",340798,6238,7505,5983
7780,"Pickup","Delivered","2023-08-08 22:44:36.524234",340798,4861,7062,2328
7630,"Express","Delivered","2023-01-16 02:03:53.596936",341582,9209,1283,5512
7373,"Same-Day","Delivered","2023-03-28 01:08:37.186017",341582,3070,1283,1244
3122,"Same-Day","Delivered","2023-02-02 14:18:36.205466",341582,2238,7708,1967
9034,"Pickup","Delivered","2023-08-06 09:36:46.771595",341712,8332,NA,3399
9922,"Express","Delivered","2023-04-27 19:51:38.857007",342870,1911,NA,1604
8272,"Standard","Delivered","2023-11-24 17:30:52.213242",342870,7462,NA,3901
9093,"Express","Delivered","2023-07-27 08:41:14.81077",342870,7557,NA,7562
8227,"Pickup","Delivered","2023-09-18 02:34:02.321525",345820,7102,4833,4948
5023,"Pickup","Delivered","2023-03-26 00:55:03.056999",348138,4992,9271,5421
2470,"Pickup","Delivered","2023-11-29 08:52:42.828261",348282,2389,NA,6469
1742,"Pickup","Delivered","2023-03-09 04:37:49.975645",348520,2233,7587,5086
5887,"Standard","Delivered","2023-04-18 11:58:39.364368",348520,6685,NA,6825
6263,"Pickup","Pending",NA,348520,7147,NA,8733
9408,"Express","Delivered","2023-09-07 11:21:01.017817",351232,5644,1283,7250
5757,"Express","Delivered","2023-05-05 00:03:52.053298",351498,6572,NA,5193
6821,"Pickup","Delivered","2023-06-18 02:47:48.853976",352007,5420,7587,8343
9520,"Express","Delivered","2023-11-13 02:45:22.194542",352007,1715,9271,1724
1244,"Pickup","Delivered","2023-05-12 09:34:41.387383",352383,6535,NA,8516
3824,"Express","Delivered","2023-03-19 14:20:48.774612",352383,7257,1283,4745
7763,"Pickup","Delivered","2023-12-04 13:31:07.977825",352725,7556,4833,9235
2781,"Standard","Delivered","2023-05-08 12:45:47.143136",352725,1143,9271,7951
6951,"Express","Delivered","2023-05-11 12:30:14.197402",352725,6860,NA,2690
7458,"Pickup","Delivered","2023-04-02 21:49:40.604191",354392,1626,7708,1803
9630,"Standard","Delivered","2023-10-24 08:09:37.132811",354392,8315,NA,2570
3335,"Express","Delivered","2023-06-12 13:15:20.703583",354720,4246,7587,5338
8083,"Standard","Delivered","2023-10-27 05:02:13.867704",354720,6620,7587,8667
2647,"Pickup","Delivered","2023-08-26 16:04:00.05141",356683,4980,NA,9492
9297,"Standard","Delivered","2023-02-09 00:39:05.996227",357333,6626,9271,4807
7016,"Pickup","Delivered","2023-06-21 03:47:54.168719",357333,5157,2449,3425
2019,"Pickup","Delivered","2023-04-09 19:21:17.574127",357333,7808,2449,8144
3247,"Pickup","Delivered","2023-05-15 15:14:40.87931",357571,5603,2666,9688
7261,"Pickup","Delivered","2023-10-26 22:35:14.533337",358773,7516,NA,6361
5239,"Same-Day","Delivered","2023-02-04 09:32:48.262428",358773,9069,NA,4094
3020,"Same-Day","Delivered","2023-08-31 15:27:42.79599",358773,6104,1283,6318
8534,"Standard","Delivered","2023-07-18 12:41:11.460181",360987,3176,NA,4715
7963,"Same-Day","Delivered","2023-11-14 20:26:59.946588",360987,3451,9271,4093
2817,"Standard","Delivered","2023-11-10 05:51:40.082334",361001,8988,7505,4821
8358,"Pickup","Delivered","2023-11-14 19:28:47.17026",361620,6187,2666,8696
8231,"Pickup","Delivered","2023-05-23 05:02:04.496864",361620,3869,NA,4342
7894,"Express","Delivered","2023-04-13 00:54:22.690229",361620,8188,9695,8838
9072,"Same-Day","Delivered","2023-02-26 20:12:27.01286",362590,9015,9271,2745
7353,"Same-Day","Delivered","2023-06-01 03:10:27.154414",362590,7728,NA,2407
8830,"Same-Day","Delivered","2023-11-18 13:02:01.706991",362704,3304,7708,7296
8504,"Standard","Delivered","2023-06-07 01:22:24.918421",362704,7241,NA,8575
8846,"Pickup","Delivered","2023-03-28 23:42:29.45599",363137,9022,7587,4042
3965,"Pickup","Delivered","2023-05-16 00:50:07.695515",363137,8424,9695,7627
6835,"Same-Day","Delivered","2023-03-21 12:47:19.104697",363335,2686,9695,8701
6329,"Standard","Delivered","2023-03-20 21:43:42.127701",363335,6701,NA,1015
1372,"Pickup","Delivered","2023-08-14 03:57:24.855324",365506,1098,NA,6560
3167,"Pickup","Delivered","2023-10-17 21:11:56.542684",365506,4298,7708,6900
5718,"Same-Day","Delivered","2023-05-28 03:15:44.706886",366049,6769,NA,3985
8825,"Express","Delivered","2023-07-16 19:51:28.126789",366049,4846,2449,3111
8843,"Same-Day","Delivered","2023-06-29 20:46:08.741403",366049,2647,7708,5785
6125,"Same-Day","Delivered","2023-01-31 14:39:51.569098",367395,7017,NA,9726
2826,"Pickup","Delivered","2023-09-22 07:24:50.736359",367395,7787,NA,8367
1168,"Pickup","Delivered","2023-04-08 05:28:42.854499",368403,7723,NA,3065
5367,"Same-Day","Delivered","2023-10-02 02:43:57.69836",368403,6208,9271,1230
7710,"Same-Day","Delivered","2023-10-10 08:12:46.364917",368403,5485,NA,6622
5139,"Pickup","Delivered","2023-02-17 05:29:44.257766",369181,7162,NA,3770
7928,"Same-Day","Delivered","2023-02-11 12:46:26.835457",369181,2928,2449,4154
7128,"Standard","Delivered","2023-04-04 09:29:12.672831",369759,9651,2449,1306
9787,"Pickup","Delivered","2023-11-26 17:19:55.701615",372855,3069,NA,6259
1158,"Pickup","Out for Delivery","2023-12-25 19:51:32.290697",372855,3572,NA,3784
9761,"Same-Day","Delivered","2023-12-02 09:25:17.979837",372855,6929,7587,9443
4333,"Same-Day","Delivered","2023-06-09 02:38:51.062365",374978,3856,7587,4508
7951,"Express","Delivered","2023-08-16 14:01:53.012013",374978,6103,9271,3795
8905,"Standard","Delivered","2023-03-10 16:27:04.321713",376735,5515,NA,8898
8308,"Standard","Delivered","2023-08-01 07:38:52.812218",376994,9026,7708,8269
3968,"Standard","Delivered","2023-05-29 05:34:33.094563",376994,3159,7505,4735
1018,"Pickup","Delivered","2023-06-21 21:31:38.912352",376994,7036,7062,6559
8817,"Standard","Delivered","2023-06-13 08:22:15.016047",377121,8370,NA,5787
8348,"Express","Delivered","2023-03-14 11:17:40.73041",378221,1901,NA,2624
2290,"Pickup","Delivered","2023-05-07 19:34:58.864684",378221,4730,NA,1028
3479,"Express","Delivered","2023-04-18 16:31:06.065604",378221,4081,7587,3885
6455,"Pickup","Delivered","2023-03-24 09:43:14.207031",378441,8374,NA,2273
3160,"Same-Day","Delivered","2023-12-14 18:44:34.743026",378441,5397,NA,3576
7088,"Same-Day","Delivered","2023-04-27 10:42:31.587696",378441,5833,NA,4857
7326,"Same-Day","Delivered","2023-05-05 06:35:52.816265",380306,1453,NA,5988
1949,"Same-Day","Delivered","2023-05-15 17:35:45.540337",380306,2355,NA,7239
5398,"Same-Day","Delivered","2023-05-14 05:54:46.437529",380306,3827,7587,2653
9105,"Same-Day","Delivered","2023-11-01 23:49:06.114249",380474,4011,9271,3580
6113,"Pickup","Delivered","2023-02-20 19:40:15.202678",380474,1635,7505,2587
2408,"Express","Delivered","2023-07-03 15:29:39.388578",380587,3302,9271,8362
2963,"Same-Day","Delivered","2023-08-24 08:12:05.775115",380587,3420,NA,7310
6613,"Pickup","Delivered","2023-03-13 07:33:58.013273",381312,3287,9271,6143
8834,"Standard","Delivered","2023-05-22 20:07:54.463242",381312,5526,2666,2795
8780,"Pickup","Delivered","2023-03-11 13:08:26.869577",381312,6611,NA,8356
6167,"Same-Day","Delivered","2023-02-22 22:35:12.671971",381687,7178,NA,5905
4444,"Pickup","Delivered","2023-07-15 22:47:57.867761",381730,7552,1283,6602
6497,"Express","Delivered","2023-05-13 02:19:11.832893",381730,2751,9695,8061
7194,"Pickup","Delivered","2023-01-21 06:36:40.79096",382371,8730,NA,7941
1852,"Standard","Delivered","2023-04-17 06:18:21.573265",382371,4554,4833,6541
3943,"Pickup","Delivered","2023-05-21 20:52:43.427655",382371,4748,7708,2787
8218,"Standard","Delivered","2023-08-04 10:39:51.747444",383067,9271,2449,2859
7563,"Express","Delivered","2023-07-07 14:35:23.644037",383067,9576,NA,6264
1361,"Express","Delivered","2023-09-05 11:41:36.826825",383415,6944,1283,2795
8725,"Standard","Delivered","2023-11-24 08:23:18.535819",383637,6806,9271,8299
5330,"Same-Day","Delivered","2023-02-22 02:29:15.138089",384446,3717,NA,2236
9950,"Standard","Delivered","2023-10-18 16:38:40.919765",384446,4666,NA,5181
8511,"Pickup","Delivered","2023-02-24 20:41:14.669572",384446,4516,NA,1645
6570,"Standard","Delivered","2023-07-19 19:27:44.451188",384640,2637,1283,4791
5920,"Same-Day","Delivered","2023-11-07 12:08:47.151878",386580,2635,9271,3201
4556,"Pickup","Delivered","2023-11-17 03:24:46.583065",386618,4912,7505,3686
4920,"Standard","Delivered","2023-10-20 03:16:21.646919",386618,7329,NA,9827
7413,"Same-Day","Delivered","2023-11-25 06:47:01.403908",386618,7931,NA,6730
1383,"Same-Day","Delivered","2023-03-23 15:12:55.667629",387118,6400,9695,8823
3795,"Pickup","Delivered","2023-11-06 07:19:50.532636",387118,7544,NA,4820
6076,"Same-Day","Delivered","2023-02-05 17:33:06.500564",387118,1139,NA,5514
8048,"Express","Delivered","2023-03-07 12:43:55.892361",388026,4629,NA,6678
4385,"Standard","Delivered","2023-06-07 04:27:42.596501",388245,8044,7708,1449
6879,"Standard","Delivered","2023-07-23 09:45:50.059073",389891,7973,NA,3411
7472,"Pickup","Delivered","2023-03-08 19:42:46.966067",389891,9439,2666,9617
6450,"Standard","Delivered","2023-06-09 21:43:43.755714",391381,2495,NA,9789
5629,"Same-Day","Delivered","2023-09-27 08:08:40.688479",391381,7759,9695,3735
9609,"Standard","Delivered","2023-02-09 15:02:09.84309",391381,1636,NA,5609
5029,"Pickup","Delivered","2023-02-01 23:23:59.187078",391648,5176,1283,5850
4002,"Same-Day","Delivered","2023-10-03 22:24:10.212559",391965,5240,1283,8231
1232,"Express","Delivered","2023-05-11 10:00:45.780728",391965,9410,NA,7807
2230,"Same-Day","Delivered","2023-11-04 04:13:59.159305",392607,7276,9695,4221
4724,"Express","Delivered","2023-08-02 18:07:39.151945",393033,2611,7505,8766
8956,"Same-Day","Delivered","2023-05-19 07:50:22.460116",393033,9846,1283,6007
3312,"Same-Day","Delivered","2023-09-07 13:32:02.230478",393033,1388,9271,9479
3221,"Standard","Delivered","2023-09-11 01:38:09.144621",394963,8713,2449,9891
6229,"Express","Delivered","2023-08-09 15:04:32.716022",394963,1119,NA,8583
9325,"Express","Delivered","2023-10-23 02:53:32.85903",395638,9523,NA,2479
4966,"Same-Day","Delivered","2023-03-31 00:28:30.962898",395638,7967,NA,5026
5601,"Standard","Delivered","2023-10-20 18:49:03.926941",395855,5559,2449,5561
2499,"Standard","Delivered","2023-08-01 03:32:35.770704",397153,5350,NA,8295
4391,"Pickup","Delivered","2023-04-05 20:37:43.548005",397421,4672,7708,8729
1532,"Same-Day","Delivered","2023-06-29 23:39:54.59475",397421,2501,7708,2515
6517,"Pickup","Delivered","2023-10-10 17:54:49.432664",398222,3960,NA,6808
2374,"Same-Day","Delivered","2023-04-01 09:40:19.732721",398222,3556,NA,6747
6157,"Pickup","Delivered","2023-02-18 00:56:41.49714",399041,9285,7505,2353
2636,"Express","Delivered","2023-05-20 01:06:58.437829",399041,3482,NA,9342
8453,"Same-Day","Delivered","2023-05-17 11:03:09.231154",399041,2005,9695,3643
5676,"Express","Delivered","2023-03-07 00:52:54.557716",400122,6700,7505,8177
6723,"Standard","Delivered","2023-09-20 12:44:52.239853",400122,6100,NA,3496
7920,"Express","Delivered","2023-03-30 15:45:06.523461",401459,3354,NA,1773
6250,"Pickup","Delivered","2023-05-04 19:34:23.961332",401697,5021,NA,7013
