"order_detail_id","product_id","order_qty","order_price","order_status","order_datetime","user_id"
6038,2689,9,1072.44,"Delivered","2023-11-16 14:47:28.622784",256004
4829,6135,1,484.54,"Delivered","2023-06-18 07:29:50.266961",256004
6444,1137,4,1704.28,"Delivered","2023-03-31 22:25:44.260329",256004
3013,7123,8,3792.88,"Delivered","2023-04-08 04:37:42.677032",256215
5923,5670,6,2503.2,"Delivered","2023-06-14 10:49:44.739782",256215
7937,2873,10,373.9,"Delivered","2023-07-24 23:23:07.845071",256541
4927,9527,10,904.6,"Delivered","2023-09-12 07:15:33.583094",258044
6288,5626,8,1964.08,"Delivered","2023-09-20 18:48:43.967162",258044
7048,9335,6,187.86,"Delivered","2023-01-29 15:35:35.020606",259024
7153,4874,7,1294.58,"Delivered","2023-08-26 05:59:01.692129",262230
1934,3976,2,367.64,"Delivered","2023-04-05 08:35:13.810676",263490
5812,7381,4,688.44,"Delivered","2023-10-02 21:40:27.176093",265072
5791,3890,10,3545.8,"Delivered","2023-01-09 11:56:11.200114",265072
8366,2446,5,2018.95,"Delivered","2023-10-19 19:23:39.898944",265678
2418,8101,1,12.13,"Delivered","2023-06-05 17:44:23.831471",265678
4932,6588,6,1048.86,"Delivered","2023-07-17 12:49:38.423998",265678
7838,1099,8,3856.8,"Delivered","2023-01-17 21:42:46.224906",266031
1431,5703,4,1528.88,"Delivered","2023-08-11 16:52:33.861737",266031
5675,7992,9,2868.21,"Delivered","2023-08-21 17:21:44.234742",266031
1254,3171,3,1254.21,"Delivered","2023-03-10 22:01:44.443114",266993
5734,9843,3,1414.08,"Delivered","2023-01-26 23:49:59.28457",267158
4342,7171,8,2470.24,"Delivered","2023-10-18 23:32:58.996602",267158
7788,7835,9,1925.1,"Delivered","2023-06-29 18:23:05.414453",267158
5836,9029,8,394.08,"Delivered","2023-03-06 04:56:44.063559",271339
7180,4166,3,676.47,"Delivered","2023-05-22 14:36:33.020949",273135
2610,9574,1,135.65,"Delivered","2023-02-25 04:55:12.31652",273135
8372,3653,10,1372.3,"Delivered","2023-05-29 01:32:36.285212",273135
9004,1767,3,792.3,"Processing","2023-12-19 11:42:58.108299",273472
8679,5805,7,1189.02,"Delivered","2023-09-05 18:54:15.122276",274328
4190,7245,9,1920.51,"Delivered","2023-07-22 17:52:43.500819",274328
1696,6527,5,1450.85,"Processing","2023-12-10 11:59:22.296604",274328
6860,5267,4,892.08,"Delivered","2023-05-09 22:56:11.075325",277417
9927,4379,1,463.63,"Delivered","2023-06-05 23:52:54.186578",277417
4711,3347,5,2427.6,"Delivered","2023-10-02 19:38:11.123468",277417
9124,3886,8,3652.48,"Delivered","2023-02-18 19:12:51.767114",277438
6219,3260,5,262.75,"Delivered","2023-03-31 01:06:54.45483",277438
2998,9109,5,478.15,"Delivered","2023-03-04 01:25:12.533324",277925
6171,4899,6,2019.9,"Delivered","2023-08-12 23:54:27.54266",278835
7969,9272,5,139.5,"Delivered","2023-11-30 01:27:18.527329",278835
1122,9587,7,2525.74,"Delivered","2023-10-30 00:44:09.954848",278835
4263,2523,10,1313.1,"Delivered","2023-02-25 16:38:50.827698",279238
8451,2750,9,530.46,"Delivered","2023-04-22 05:29:53.146594",282151
9444,4369,4,1726.32,"Delivered","2023-06-25 20:56:56.444528",282151
5915,3938,1,418.61,"Delivered","2023-11-07 21:10:42.532141",282365
3148,9757,3,789.75,"Delivered","2023-07-15 12:46:59.469519",282365
9635,6419,9,3129.84,"Delivered","2023-08-20 09:26:22.624246",282365
4812,4973,1,309.68,"Delivered","2023-07-21 14:56:23.309846",283071
7232,1501,3,501.69,"Delivered","2023-06-19 14:52:34.06301",283071
7096,9817,10,3797.2,"Delivered","2023-04-05 10:40:50.755472",284993
4509,5864,10,2964,"Delivered","2023-03-11 06:50:38.971286",284993
5266,5052,5,382.75,"Delivered","2023-01-10 11:45:24.796258",284993
3702,4058,7,2524.06,"Delivered","2023-07-30 18:51:10.625308",285245
6114,7737,3,1295.07,"Delivered","2023-07-23 13:15:18.499692",285245
1901,3368,6,2287.14,"Delivered","2023-03-17 15:04:59.693929",285245
4102,6838,3,1049.07,"Delivered","2023-07-29 18:56:50.770275",285709
8412,7416,9,2681.46,"Delivered","2023-08-27 23:17:29.013153",285709
4248,6724,1,289.2,"Delivered","2023-06-17 02:11:51.853284",289155
7986,6452,3,740.67,"Delivered","2023-11-03 00:46:17.013061",289155
2872,1413,9,3604.05,"Shipped","2023-12-19 18:37:09.257593",289414
6096,9013,4,1944.2,"Delivered","2023-05-05 13:20:00.566196",289414
2554,9406,2,439.76,"Delivered","2023-08-24 14:59:00.151803",289792
9071,7705,3,1404.24,"Delivered","2023-01-16 02:24:15.574657",290148
4420,1450,4,982.96,"Delivered","2023-09-24 09:48:00.123988",290148
6501,2669,7,957.53,"Delivered","2023-05-26 16:51:00.98101",290148
6641,9202,2,727.12,"Delivered","2023-08-07 06:43:39.145319",290737
3188,8811,10,4612.4,"Delivered","2023-10-07 09:23:43.022135",291428
1049,4109,6,1002,"Delivered","2023-07-29 05:44:42.709099",291428
5117,6688,3,243,"Delivered","2023-05-20 15:59:14.781523",291428
2898,4879,1,456.92,"Delivered","2023-02-28 18:57:13.786364",291929
4606,8448,3,1114.47,"Delivered","2023-06-30 20:55:38.865186",291929
3384,5928,10,1896.8,"Delivered","2023-07-30 19:36:36.715933",291929
3007,9877,5,1554.05,"Delivered","2023-07-11 04:20:49.985683",292222
2513,6834,2,175.96,"Processing","2023-12-17 10:00:51.356135",292222
2690,3561,2,629.6,"Delivered","2023-05-05 05:55:33.909832",292222
6686,9652,8,327.84,"Delivered","2023-03-12 02:06:59.98824",292527
4890,3596,9,1640.79,"Delivered","2023-10-03 23:54:30.09501",292527
5300,4679,6,1125.96,"Delivered","2023-08-27 20:09:40.275643",293469
4427,4800,5,1282.35,"Delivered","2023-07-14 14:32:52.95797",293469
7604,9543,5,284.65,"Delivered","2023-09-03 00:00:24.482667",295347
9445,6000,5,1518.45,"Delivered","2023-06-15 16:37:15.40488",295347
2236,3386,5,1581.05,"Delivered","2023-02-18 12:19:54.101268",296628
9188,4262,2,742.64,"Delivered","2023-06-13 05:26:30.756865",296628
9160,1824,8,105.84,"Delivered","2023-11-18 17:56:10.092054",298207
9633,7422,3,1068.9,"Delivered","2023-01-31 07:34:52.260857",298207
1973,4564,1,249.59,"Delivered","2023-03-27 08:52:30.642188",298207
2910,9142,4,1714.2,"Delivered","2023-01-31 00:02:20.76017",300592
9121,6093,10,4588.7,"Delivered","2023-07-24 11:50:40.607379",300835
9832,6152,6,1837.14,"Delivered","2023-11-25 09:03:05.491973",300835
9794,1981,2,103.16,"Delivered","2023-03-14 10:51:27.443751",300835
4240,2718,6,139.86,"Delivered","2023-10-14 02:08:05.007803",302080
4702,9879,1,407.78,"Delivered","2023-11-03 11:39:32.123981",302080
6678,5729,9,4266.45,"Delivered","2023-05-11 04:02:13.523302",302854
6618,2944,2,862.84,"Delivered","2023-08-12 12:36:42.827239",303032
2608,6154,6,2253.24,"Delivered","2023-10-19 05:26:15.237536",303162
9805,5995,9,1636.11,"Delivered","2023-01-06 17:14:22.049572",303162
6473,4167,9,750.06,"Delivered","2023-03-31 21:08:35.713196",303162
8274,8960,5,1706.5,"Delivered","2023-08-07 18:55:59.001334",304636
1307,7136,9,237.96,"Delivered","2023-09-03 08:44:16.224471",304636
9396,8244,9,979.83,"Delivered","2023-03-19 11:38:16.526563",305875
6899,2822,5,2199.85,"Delivered","2023-06-29 00:12:45.75332",305875
2392,8007,3,925.89,"Delivered","2023-06-24 00:52:10.758074",305934
1273,2128,10,2333.5,"Delivered","2023-09-21 06:08:04.972425",305934
3357,8735,10,2848.7,"Delivered","2023-03-30 20:33:05.375927",306067
7726,1276,10,4361.4,"Delivered","2023-07-08 07:22:15.463715",306067
5529,9750,3,665.19,"Delivered","2023-11-04 03:35:52.481545",306414
5545,9712,10,3567.6,"Delivered","2023-02-16 02:09:15.128405",306414
8698,9090,2,150.52,"Delivered","2023-11-30 22:53:56.786896",307428
5418,3563,5,117.4,"Shipped","2023-12-17 05:40:35.003664",307428
8617,4497,8,2902.32,"Delivered","2023-07-15 01:11:38.167875",307544
7656,1082,8,452.48,"Delivered","2023-05-31 00:57:15.212709",307544
6281,4901,8,1238.08,"Delivered","2023-12-07 00:06:05.207957",309920
4238,2902,3,95.76,"Delivered","2023-08-11 10:49:02.183746",309920
1555,5565,1,419.04,"Delivered","2023-02-17 07:11:54.142361",310474
8763,5905,7,315.42,"Delivered","2023-09-05 21:20:52.278703",310474
1149,3028,10,1580.3,"Delivered","2023-07-10 13:10:55.658028",311175
8818,4514,8,1130.24,"Delivered","2023-06-25 22:42:11.919345",312970
8965,5050,7,1494.36,"Delivered","2023-07-06 17:26:40.187834",312970
6165,2492,8,3138.64,"Delivered","2023-03-18 06:12:54.703985",313671
5863,3441,4,1070.56,"Delivered","2023-06-30 05:53:48.453796",313671
1545,5410,8,1826.96,"Delivered","2023-07-01 23:29:48.792323",314747
8077,5494,10,1178.3,"Delivered","2023-12-08 12:19:38.769104",314747
8336,1644,9,493.92,"Delivered","2023-07-20 08:04:19.398526",314950
5285,6036,6,527.46,"Delivered","2023-06-09 12:23:37.446828",314950
8874,9115,2,648.44,"Delivered","2023-02-14 01:35:09.24789",314979
6062,2995,1,491.83,"Delivered","2023-09-09 20:52:56.139575",314979
2759,7097,4,998.36,"Delivered","2023-06-26 16:35:59.408753",314979
8559,2648,5,1365,"Delivered","2023-05-28 08:20:54.194297",315980
8175,6483,5,2343.3,"Delivered","2023-08-08 18:22:49.942318",315980
8940,6860,10,2694.4,"Delivered","2023-11-20 05:37:53.983414",318929
9721,7178,2,762.8,"Delivered","2023-03-25 18:54:49.16329",318929
9255,1464,9,4143.69,"Delivered","2023-01-28 01:58:01.665552",318929
2063,9840,6,415.62,"Delivered","2023-02-17 21:19:07.033609",319621
2278,5258,8,1974.56,"Delivered","2023-10-16 14:26:47.563493",320556
6215,3067,1,222.17,"Delivered","2023-05-26 10:49:04.008762",320556
3913,9884,9,562.23,"Delivered","2023-11-05 14:53:44.509862",320556
8757,7106,6,2305.5,"Delivered","2023-09-24 00:33:13.664342",321942
5087,3326,1,354.17,"Delivered","2023-01-10 17:42:37.41004",321942
9554,5569,10,3396.5,"Delivered","2023-06-17 05:16:40.340474",321942
1804,7660,6,2206.86,"Delivered","2023-02-14 13:20:58.852825",323561
6495,5280,9,3193.56,"Delivered","2023-04-24 03:46:47.377852",323561
9151,9623,9,1792.71,"Delivered","2023-05-29 19:21:26.474884",323561
1146,5821,5,1177.05,"Delivered","2023-04-03 09:23:52.049645",323856
6418,1362,5,145.1,"Delivered","2023-03-09 19:15:23.268968",323856
2754,2766,2,819.5,"Delivered","2023-02-08 22:55:04.682605",323856
7321,8922,6,1831.8,"Delivered","2023-10-19 16:44:32.366461",324808
6909,7214,5,1683.9,"Delivered","2023-11-23 05:43:46.354185",324808
3915,5631,10,1381,"Delivered","2023-05-13 09:09:27.24299",324808
2132,1115,5,2486.1,"Delivered","2023-04-10 08:10:07.1657",327056
3621,6705,10,601.4,"Delivered","2023-08-13 18:17:27.164185",327186
5223,6803,6,435.42,"Delivered","2023-06-23 08:24:46.65226",329699
3823,6814,1,37.57,"Delivered","2023-07-05 04:49:27.727362",330482
2531,5239,8,2864.72,"Delivered","2023-02-28 14:52:34.966043",330785
1896,8672,1,222.46,"Delivered","2023-05-15 05:22:56.362011",330785
2652,4491,4,483.56,"Delivered","2023-04-12 16:32:37.352516",331506
3708,6083,2,809.28,"Delivered","2023-02-15 08:00:40.10907",333193
2313,5499,2,681.12,"Delivered","2023-03-20 09:34:23.596572",333193
9984,7479,4,156.8,"Delivered","2023-05-03 10:00:05.924437",333746
4965,8532,7,2216.2,"Delivered","2023-07-01 10:18:32.577738",333746
3839,4816,6,1282.5,"Delivered","2023-02-23 05:58:13.893193",333746
2871,1760,5,426.4,"Delivered","2023-06-14 13:30:25.919956",334325
5363,9960,10,713.4,"Delivered","2023-11-12 23:33:49.674742",334325
7009,7030,3,140.73,"Delivered","2023-01-21 21:02:21.101226",334325
8397,2934,1,400.51,"Delivered","2023-07-26 10:15:18.992306",334620
5445,3831,10,391.3,"Delivered","2023-08-27 05:51:13.510561",334620
4136,5712,1,192.24,"Delivered","2023-02-24 01:40:14.868803",334894
7866,4645,7,1708.49,"Delivered","2023-06-29 05:41:21.18732",334894
7917,2081,8,3956.08,"Delivered","2023-09-04 10:14:55.842643",334894
5668,4895,4,688.64,"Delivered","2023-07-26 15:06:15.20235",335143
6846,1943,6,2379.96,"Delivered","2023-09-25 02:05:32.454537",335162
4754,6111,6,2553.96,"Delivered","2023-12-03 18:12:04.105226",335762
2246,7776,9,1059.3,"Delivered","2023-09-12 20:11:22.18203",335762
5176,3994,1,480.16,"Delivered","2023-10-10 12:19:39.043293",335974
8491,1670,3,930.93,"Delivered","2023-06-24 18:53:38.199965",335974
9546,9748,5,242.4,"Delivered","2023-11-30 22:55:10.412688",337411
2435,9631,3,62.82,"Delivered","2023-09-23 09:07:57.664398",338253
2203,3384,9,2199.42,"Delivered","2023-09-14 18:01:16.558828",338253
9360,6498,6,2778.9,"Delivered","2023-05-30 13:50:37.740943",338253
8308,3882,5,1941.45,"Delivered","2023-07-10 12:45:25.397931",339519
3400,2078,1,414.36,"Delivered","2023-05-20 08:14:39.854746",340352
2947,3266,7,2064.44,"Delivered","2023-03-26 19:34:29.461665",340352
8082,8263,7,655.76,"Delivered","2023-05-30 01:04:14.499029",340352
8482,1957,4,358.76,"Delivered","2023-08-17 22:11:10.311056",341738
3155,7089,10,1966.2,"Delivered","2023-05-24 21:01:08.410653",341738
8375,7550,4,432.32,"Delivered","2023-06-15 20:11:41.477239",341738
3977,2074,3,1352.28,"Delivered","2023-08-23 02:28:37.312445",343082
3425,4046,3,595.44,"Delivered","2023-10-25 09:56:19.233089",343082
3987,4504,8,1337.12,"Delivered","2023-08-09 02:30:46.791525",343082
7524,8114,7,2523.78,"Delivered","2023-06-02 08:21:17.153979",344209
1857,8212,6,1568.46,"Delivered","2023-09-05 11:59:50.013412",344209
4222,8296,10,3060.2,"Delivered","2023-06-13 11:00:13.17025",344604
3147,3338,8,3965.6,"Delivered","2023-07-04 05:51:08.213506",344635
3265,1613,3,607.86,"Delivered","2023-08-09 18:14:59.889989",347449
7630,2649,3,499.95,"Delivered","2023-08-17 10:25:20.469551",347449
6540,4995,10,3330.1,"Delivered","2023-04-28 05:36:07.399925",347449
3986,2501,10,3127.2,"Delivered","2023-08-14 10:13:47.655566",349093
6466,2234,7,3116.82,"Delivered","2023-11-18 13:12:26.330519",349093
4408,8402,4,1834.88,"Delivered","2023-03-12 10:46:31.308322",349093
4497,5431,2,542.86,"Delivered","2023-11-11 10:43:09.47542",349227
1547,2928,2,405.5,"Delivered","2023-10-14 19:22:54.712828",350648
5120,5238,6,1725.36,"Delivered","2023-03-14 10:12:24.8845",350648
2559,6346,4,1293.92,"Delivered","2023-02-09 19:56:57.853908",350648
8323,3122,5,264.5,"Delivered","2023-06-14 09:31:20.807541",351842
5008,7415,7,2623.46,"Delivered","2023-07-27 09:46:02.153314",352368
7432,5452,3,211.56,"Delivered","2023-09-08 12:03:16.195798",352368
9833,1322,7,3290.63,"Delivered","2023-05-13 15:13:41.003513",352368
3626,1684,5,997.95,"Delivered","2023-10-14 13:05:17.274186",352772
9814,4443,6,1039.62,"Delivered","2023-06-01 12:44:12.784766",352772
2327,5636,3,194.07,"Delivered","2023-09-19 14:21:07.695008",352987
6394,4637,6,1355.64,"Delivered","2023-08-04 21:20:40.093052",353952
7575,4744,3,161.37,"Delivered","2023-02-21 23:21:37.966942",354201
5267,5871,8,3654.24,"Delivered","2023-08-23 09:37:24.031763",355276
2068,3727,2,608.12,"Delivered","2023-05-03 04:09:59.28183",355276
2994,5245,7,510.09,"Delivered","2023-08-04 22:57:39.36698",357149
7867,6776,6,1203.36,"Processing","2023-12-14 17:46:35.068458",357149
8338,7864,3,185.88,"Delivered","2023-05-17 00:36:42.607445",357565
9572,3602,4,909.32,"Delivered","2023-07-20 10:08:25.177412",357565
6206,9922,5,507.55,"Delivered","2023-08-28 11:44:08.70856",358326
1011,8803,7,887.18,"Delivered","2023-02-23 03:06:16.988782",358326
8416,4494,7,2685.41,"Delivered","2023-07-21 05:28:41.306026",358731
9227,8594,1,166.59,"Delivered","2023-07-10 22:38:04.579588",358731
2451,4249,5,1770.55,"Delivered","2023-02-07 21:00:58.439715",358860
7523,3878,6,2780.1,"Delivered","2023-06-01 15:32:43.524574",358860
5044,3777,10,538.8,"Delivered","2023-04-17 13:43:50.409497",358860
2651,6556,6,1677.6,"Delivered","2023-03-27 04:36:05.967679",359098
7976,1027,9,123.03,"Shipped","2023-12-15 07:14:27.119725",359098
6718,4437,2,845.38,"Delivered","2023-09-21 18:54:22.241931",361734
3809,5687,6,836.28,"Delivered","2023-07-25 07:11:02.23011",362370
4611,4513,10,975.5,"Delivered","2023-08-22 10:46:16.575713",362370
8294,1858,8,1896.48,"Delivered","2023-08-28 04:41:22.12734",363012
3360,2933,7,2138.99,"Delivered","2023-11-11 16:04:53.576306",363012
5544,9689,1,88.04,"Delivered","2023-11-12 11:32:31.913425",363012
3082,3216,10,304.7,"Delivered","2023-10-28 00:24:17.826653",365245
3849,4821,9,1123.2,"Delivered","2023-05-14 06:48:02.880641",365819
8648,3625,7,3304.49,"Delivered","2023-03-08 21:17:38.938332",365819
2770,9329,2,824.34,"Delivered","2023-12-06 11:49:48.706876",367222
6517,3380,2,908.62,"Delivered","2023-08-17 09:49:46.695729",367222
3578,2223,4,909.12,"Delivered","2023-03-28 16:27:13.820415",369337
2571,2834,9,441,"Delivered","2023-02-17 16:22:00.816198",369337
5704,9405,4,1458.36,"Delivered","2023-07-17 00:21:58.884578",371201
4450,3566,3,1046.28,"Delivered","2023-07-22 01:46:13.145476",371201
9642,5601,2,240.42,"Delivered","2023-06-02 07:11:17.544893",371201
4826,4559,1,252.82,"Delivered","2023-05-06 21:35:15.307215",371341
5298,3366,8,586.56,"Delivered","2023-06-02 17:21:25.393283",371341
7038,1051,9,600.03,"Delivered","2023-03-16 12:27:03.650739",371341
5565,8123,3,71.25,"Delivered","2023-06-19 18:32:19.954837",371874
1935,2379,10,3121.3,"Delivered","2023-08-26 03:46:06.096041",371874
9716,2526,8,3692.08,"Delivered","2023-08-11 19:54:08.360923",371874
5360,6415,2,875.1,"Delivered","2023-08-14 15:52:28.208794",372592
9420,6941,2,552.46,"Delivered","2023-10-20 13:12:53.023595",372704
4607,8252,10,2911.9,"Delivered","2023-06-12 12:11:15.003862",372704
5340,2943,3,277.38,"Delivered","2023-04-13 17:05:09.954357",372704
2751,2441,10,3377.3,"Delivered","2023-03-04 02:28:41.147588",372947
4453,5213,1,97.58,"Delivered","2023-05-07 01:17:47.945512",373039
1597,3051,5,1426,"Delivered","2023-04-20 04:17:52.169186",373039
3070,7904,1,200.35,"Delivered","2023-06-15 14:06:18.990756",373086
2966,3062,2,930.46,"Delivered","2023-10-01 17:55:06.826977",373086
9509,9904,1,367.52,"Delivered","2023-05-03 03:13:50.278981",373086
2703,5739,2,273.98,"Delivered","2023-02-08 02:06:28.117764",373352
5053,8199,5,1667.65,"Delivered","2023-06-25 12:33:20.929722",373352
4014,5951,1,279.97,"Delivered","2023-08-16 06:04:21.962409",373396
3127,6192,8,1392.72,"Delivered","2023-05-29 23:31:53.867363",373396
3797,7335,6,2798.4,"Delivered","2023-03-21 13:13:16.325742",373396
3179,3865,10,148.5,"Delivered","2023-06-30 09:12:11.600699",376436
2811,4108,3,946.53,"Delivered","2023-06-10 08:54:30.502652",376436
4236,3322,8,2811.6,"Delivered","2023-05-03 20:57:53.366127",377562
3554,6839,1,339.43,"Delivered","2023-05-01 11:36:51.256617",377562
6470,4521,4,931.2,"Delivered","2023-10-09 07:53:27.633685",378112
5356,9006,4,346.56,"Delivered","2023-09-16 08:09:32.467397",378112
6032,6755,8,688.4,"Delivered","2023-09-06 18:33:16.966517",379860
7870,7921,10,1016.1,"Delivered","2023-04-03 08:23:54.119895",380053
8692,3833,9,295.38,"Delivered","2023-08-10 04:06:23.619189",380092
7377,4330,4,1036.84,"Delivered","2023-05-30 11:27:59.50239",380149
2775,3154,2,772.02,"Delivered","2023-06-13 14:10:22.629024",381519
1909,1549,5,1344.55,"Delivered","2023-09-01 14:38:19.781303",382472
8732,2143,5,2169,"Delivered","2023-03-10 22:02:00.028344",382746
5663,9237,1,265.86,"Delivered","2023-11-26 12:59:25.500636",383428
4293,5908,5,2220.8,"Delivered","2023-08-05 07:22:11.302844",383428
9756,9958,4,896.08,"Delivered","2023-04-17 13:21:42.742186",383428
4876,1932,6,1363.2,"Processing","2023-12-24 08:17:33.464225",383743
5680,8023,6,2981.52,"Delivered","2023-09-21 03:03:17.411281",383743
5724,2515,6,73.26,"Delivered","2023-02-14 05:58:45.711809",383743
4550,7847,8,2374.88,"Delivered","2023-09-30 16:38:18.683274",384432
8341,8289,5,649.7,"Delivered","2023-05-16 06:43:14.208057",384432
8498,8364,2,939.74,"Delivered","2023-11-20 23:27:47.197971",385205
3612,9672,6,358.68,"Delivered","2023-09-05 03:51:56.986634",385205
7493,8899,2,70.4,"Delivered","2023-11-22 21:49:23.459444",385205
3930,3558,8,3735.68,"Delivered","2023-05-22 13:23:22.26291",387353
3627,5722,7,3037.65,"Delivered","2023-08-04 15:31:40.580518",387353
8215,8691,8,1340.16,"Delivered","2023-08-13 16:23:01.875694",387353
2694,9499,6,643.44,"Delivered","2023-04-20 07:11:48.283491",387397
2463,8385,10,3802.7,"Delivered","2023-08-29 15:06:39.11415",387667
3619,6533,9,2358.99,"Delivered","2023-09-01 21:18:41.921334",388487
7267,2273,8,2330.88,"Delivered","2023-08-07 00:16:08.455178",388547
7347,4743,3,941.07,"Delivered","2023-04-14 05:52:12.199721",388547
7284,4405,4,626.48,"Delivered","2023-01-29 06:30:40.898041",390418
1690,7476,5,2221.75,"Delivered","2023-09-02 09:41:10.233996",390418
6667,9482,9,746.73,"Delivered","2023-10-07 03:05:49.78901",390418
1781,9724,7,707.28,"Delivered","2023-08-17 16:42:13.276892",390909
3693,9216,8,1901.68,"Delivered","2023-08-19 11:42:00.393585",392122
4323,5861,2,976.44,"Delivered","2023-11-09 09:50:52.697986",392122
7225,3238,5,2391.7,"Delivered","2023-02-08 16:00:40.711856",392632
5156,1757,1,223.37,"Delivered","2023-07-30 21:18:16.535191",392632
5526,8140,8,3257.04,"Delivered","2023-02-02 11:24:49.422472",392632
9154,7016,3,772.77,"Delivered","2023-02-22 08:04:41.253366",393756
2129,2923,3,478.32,"Delivered","2023-04-12 03:50:46.655573",393756
5263,6515,1,448.03,"Delivered","2023-07-24 01:55:16.592056",395264
3862,8229,4,1167.2,"Delivered","2023-04-20 09:29:22.717456",395264
9072,9939,6,2626.44,"Delivered","2023-11-27 10:55:08.201717",395264
2767,2729,10,2848.1,"Delivered","2023-05-27 08:35:41.682261",396712
5973,8003,6,2452.56,"Delivered","2023-08-05 05:17:47.058599",397374
6118,7635,5,119.6,"Delivered","2023-11-19 15:37:58.471488",397374
3114,9500,4,211.92,"Delivered","2023-09-23 00:17:05.424452",397374
6887,1031,7,2621.92,"Delivered","2023-06-26 11:22:40.488832",397493
1926,2967,6,2925.96,"Delivered","2023-09-13 13:01:36.503668",397493
8186,6122,5,511.4,"Delivered","2023-07-22 01:35:55.488597",397493
4067,8339,8,438.96,"Delivered","2023-05-09 23:10:17.526497",398756
5036,4235,3,1286.4,"Delivered","2023-10-24 17:37:43.465507",398756
8902,5315,7,1068.69,"Delivered","2023-09-19 05:05:35.691333",398756
7142,7503,5,301.1,"Delivered","2023-03-08 04:01:11.579562",400499
2046,3113,2,139.86,"Delivered","2023-07-26 05:03:24.975647",400499
7440,2971,4,1622.2,"Delivered","2023-09-27 04:20:33.762315",400507
8178,4120,9,3083.31,"Processing","2023-12-14 12:54:43.339544",400507
2561,7874,8,1420,"Delivered","2023-07-03 21:02:18.356803",401578
9417,6106,8,3315.36,"Delivered","2023-04-01 14:08:44.312478",401578
5375,2261,5,1862.4,"Delivered","2023-02-20 15:37:29.133848",402092
4705,8657,8,3894.32,"Delivered","2023-01-22 19:32:35.66538",402092
8423,8264,9,1671.03,"Delivered","2023-11-21 19:43:36.848114",402092
5537,7637,4,948.76,"Delivered","2023-10-19 17:21:22.819046",402733
8163,3736,6,1964.04,"Delivered","2023-05-01 20:08:55.252994",402733
1280,9097,2,527.88,"Delivered","2023-03-22 02:06:02.664431",402733
2824,8793,1,485.46,"Delivered","2023-08-07 12:22:33.300042",402904
2839,9298,2,944.86,"Delivered","2023-05-09 06:32:22.475724",402904
7047,5857,5,1532.1,"Delivered","2023-04-11 08:37:54.409001",402904
9681,3405,6,2165.82,"Delivered","2023-11-20 07:13:44.906033",405419
5592,9691,8,2130.24,"Delivered","2023-04-11 02:05:20.453274",405657
7985,1834,5,247.95,"Delivered","2023-07-12 04:43:33.181025",405657
3543,1200,2,669.92,"Delivered","2023-05-07 07:10:39.212693",406464
4281,4275,2,698.72,"Delivered","2023-05-21 14:37:43.03626",407111
5212,5281,1,31.58,"Delivered","2023-10-04 11:57:29.991198",407111
9531,3790,9,3950.64,"Delivered","2023-08-14 16:05:16.045426",409271
1508,5291,3,166.95,"Delivered","2023-01-22 08:17:59.666617",409271
1637,3985,2,94.3,"Delivered","2023-01-26 08:40:44.498402",409626
3951,7198,5,1612.05,"Delivered","2023-10-10 18:17:18.796498",409687
9665,5677,9,943.2,"Delivered","2023-10-14 15:59:09.745099",409687
2521,9241,4,1439.8,"Delivered","2023-06-08 16:18:45.661594",410009
3496,6725,9,3305.07,"Delivered","2023-03-21 13:35:58.067018",410009
3867,4186,6,2880.54,"Delivered","2023-02-06 11:57:57.325228",410418
3598,5223,8,1767.04,"Delivered","2023-06-11 02:23:17.775131",415235
1876,2578,9,3869.1,"Delivered","2023-05-26 06:14:20.711767",415235
8111,6337,10,1162.1,"Delivered","2023-07-23 12:39:49.032063",415382
8363,3466,3,873.51,"Delivered","2023-02-13 14:23:28.560187",415382
2814,5309,10,3264,"Delivered","2023-10-26 01:05:26.244848",415382
3638,4450,6,781.8,"Delivered","2023-02-26 12:17:51.478034",415604
8844,9364,1,479.4,"Delivered","2023-08-30 18:31:08.80475",416737
7379,3921,9,2543.76,"Delivered","2023-02-16 06:32:55.343902",416737
8627,4981,3,1001.28,"Delivered","2023-03-11 14:17:43.487063",416737
2977,4984,7,418.18,"Delivered","2023-11-30 02:08:04.248041",418633
6768,7575,9,3517.38,"Delivered","2023-10-22 16:00:39.875127",419949
8835,5574,6,907.86,"Delivered","2023-06-15 02:53:16.025647",419949
5718,4707,4,1951.8,"Delivered","2023-10-18 20:50:21.579279",420800
4796,1445,10,1767.4,"Delivered","2023-08-04 11:51:21.310961",421426
7139,7849,4,195.32,"Delivered","2023-11-07 11:56:02.292861",421426
2986,2983,9,2615.49,"Delivered","2023-07-25 12:23:58.139453",422588
9799,9095,10,1848.3,"Delivered","2023-08-01 19:19:17.303908",422588
5093,8460,1,285.43,"Delivered","2023-07-13 23:18:39.737412",422588
6530,7345,8,2212.16,"Delivered","2023-01-22 06:46:12.670336",423243
7341,7545,8,1276.64,"Delivered","2023-03-11 07:49:55.263161",423243
1635,4689,3,586.65,"Delivered","2023-07-12 17:54:55.423177",425232
2095,1114,1,435.7,"Delivered","2023-05-27 20:47:10.421555",426342
4572,7943,7,399.63,"Delivered","2023-03-06 07:29:55.384093",426342
2384,8683,8,1214.48,"Delivered","2023-01-15 19:46:46.136043",428984
5996,5025,3,1496.4,"Delivered","2023-03-23 15:48:50.973239",428984
