"address_id","user_id","address_city","address_country","address_state","address_postcode","address_type"
354638,532417,"Erie","United States","Pennsylvania",13645,"Residential"
73512,532457,"Rochester","United States","New York",7397,"Residential"
251588,536230,"Dallas","United States","Texas",75379,"Residential"
363236,537558,"Saint Louis","United States","Missouri",63126,"Business"
465297,538917,"Brooklyn","United States","New York",11215,"Residential"
652190,540749,"Springfield","United States","Massachusetts",1105,"Residential"
922687,542152,"Huntington","United States","West Virginia",2927,"Other"
65659,542740,"Tacoma","United States","Washington",78024,"Business"
846103,544293,"Dayton","United States","Ohio",45432,"Residential"
629108,546079,"High Point","United States","North Carolina",27264,"Residential"
898060,547213,"Daytona Beach","United States","Florida",32128,"Other"
902869,549499,"Nashville","United States","Tennessee",1729,"Residential"
190070,549574,"Columbus","United States","Ohio",43231,"Residential"
761284,551210,"Tulsa","United States","Oklahoma",74103,"Business"
56821,551398,"New York City","United States","New York",8290,"Residential"
137507,551549,"Seattle","United States","Washington",98175,"Business"
929517,551734,"Wilkes Barre","United States","Pennsylvania",18763,"Residential"
341711,552188,"Fort Wayne","United States","Indiana",46896,"Residential"
149998,552257,"San Antonio","United States","Texas",78205,"Residential"
599252,552793,"Jefferson City","United States","Missouri",65110,"Residential"
875558,554026,"Washington","United States","District of Columbia",20404,"Business"
171373,554085,"Springfield","United States","Illinois",62711,"Residential"
550149,554367,"Champaign","United States","Illinois",61825,"Residential"
110114,556170,"Simi Valley","United States","California",58387,"Residential"
698937,556737,"Buffalo","United States","New York",14276,"Business"
456120,557043,"Fort Worth","United States","Texas",76192,"Other"
508126,557241,"Mesquite","United States","Texas",75185,"Business"
501185,558833,"Philadelphia","United States","Pennsylvania",19141,"Residential"
14006,559345,"Port Saint Lucie","United States","Florida",18421,"Residential"
468938,560942,"Philadelphia","United States","Pennsylvania",19178,"Business"
123779,561605,"Pittsburgh","United States","Pennsylvania",15255,"Business"
226710,561773,"Bloomington","United States","Indiana",19801,"Residential"
228474,562054,"Sioux Falls","United States","South Dakota",57193,"Residential"
568668,564484,"Minneapolis","United States","Minnesota",55458,"Business"
133557,564921,"El Paso","United States","Texas",73809,"Business"
558237,565710,"Detroit","United States","Michigan",48217,"Business"
115556,566128,"Terre Haute","United States","Indiana",41217,"Residential"
82982,566625,"West Hartford","United States","Connecticut",5991,"Residential"
451463,573491,"Omaha","United States","Nebraska",68134,"Residential"
465832,574223,"Tempe","United States","Arizona",85284,"Business"
975526,574510,"Gary","United States","Indiana",46406,"Residential"
40813,574603,"Fresno","United States","California",92129,"Residential"
366801,574889,"Rockford","United States","Illinois",61110,"Business"
266406,575761,"Denver","United States","Colorado",80243,"Residential"
365438,577255,"Boise","United States","Idaho",83732,"Residential"
276311,577361,"Olympia","United States","Washington",98516,"Other"
36524,577779,"Louisville","United States","Kentucky",34717,"Business"
632523,578263,"Washington","United States","District of Columbia",20566,"Residential"
812139,578681,"Decatur","United States","Georgia",30033,"Residential"
961271,578813,"Louisville","United States","Kentucky",40225,"Residential"
658960,579775,"Denver","United States","Colorado",80204,"Residential"
173003,581994,"Memphis","United States","Tennessee",17134,"Business"
924401,582098,"Billings","United States","Montana",59112,"Business"
377451,582880,"Atlanta","United States","Georgia",17685,"Residential"
911831,583710,"Birmingham","United States","Alabama",35254,"Business"
477125,584215,"Laurel","United States","Maryland",20709,"Residential"
339495,584357,"Hyattsville","United States","Maryland",20784,"Other"
255270,584518,"Joliet","United States","Illinois",27005,"Residential"
144580,584607,"Miami","United States","Florida",28303,"Residential"
711796,585322,"Reno","United States","Nevada",89510,"Business"
104620,585940,"Saint Paul","United States","Minnesota",55188,"Residential"
950085,586848,"Baton Rouge","United States","Louisiana",70836,"Residential"
369603,587330,"Scottsdale","United States","Arizona",69775,"Residential"
988170,588298,"Des Moines","United States","Iowa",50393,"Residential"
447295,594549,"Pensacola","United States","Florida",32575,"Residential"
969813,596229,"Durham","United States","North Carolina",22565,"Residential"
581468,597031,"Syracuse","United States","New York",13205,"Business"
555809,598450,"Fort Worth","United States","Texas",76121,"Residential"
841748,598759,"Schaumburg","United States","Illinois",60193,"Residential"
662874,599284,"Fort Smith","United States","Arkansas",72905,"Other"
682232,599725,"Battle Creek","United States","Michigan",49018,"Residential"
61849,599828,"Nashville","United States","Tennessee",9984,"Residential"
35071,600932,"Shreveport","United States","Louisiana",51523,"Residential"
536193,602213,"Dayton","United States","Ohio",45440,"Business"
282226,602319,"Birmingham","United States","Alabama",21307,"Residential"
780685,602554,"Cincinnati","United States","Ohio",45249,"Residential"
757462,602607,"Tyler","United States","Texas",75799,"Other"
216386,603409,"Fort Wayne","United States","Indiana",27792,"Residential"
327530,604003,"Shreveport","United States","Louisiana",32941,"Residential"
683045,604711,"Asheville","United States","North Carolina",28815,"Business"
436201,605428,"Saginaw","United States","Michigan",48604,"Residential"
534749,613182,"Toledo","United States","Ohio",43635,"Business"
566242,613994,"Columbus","United States","Ohio",21713,"Residential"
780046,614948,"Pasadena","United States","California",91117,"Residential"
291493,617036,"Tampa","United States","Florida",29339,"Business"
752019,619760,"New Bedford","United States","Massachusetts",2745,"Residential"
260975,620294,"Springfield","United States","Illinois",4073,"Residential"
778527,620398,"Washington","United States","District of Columbia",20088,"Business"
860597,622004,"Waco","United States","Texas",76796,"Residential"
303335,623437,"Shreveport","United States","Louisiana",34589,"Residential"
195188,623537,"Boise","United States","Idaho",83732,"Business"
662028,623864,"Fort Wayne","United States","Indiana",46852,"Residential"
204455,624090,"Conroe","United States","Texas",77305,"Residential"
501836,624944,"Seattle","United States","Washington",98140,"Residential"
215653,626889,"Grand Rapids","United States","Michigan",37586,"Residential"
18908,629074,"Boca Raton","United States","Florida",24368,"Residential"
758206,630090,"Sioux Falls","United States","South Dakota",57193,"Other"
320938,630229,"Denver","United States","Colorado",2287,"Residential"
936652,631501,"Chicago","United States","Illinois",60619,"Residential"
644670,632778,"Sacramento","United States","California",94237,"Residential"
805497,633246,"Madison","United States","Wisconsin",53726,"Residential"
369304,633489,"Tyler","United States","Texas",41655,"Residential"
23642,634663,"Austin","United States","Texas",43201,"Residential"
388015,635998,"Tampa","United States","Florida",28519,"Business"
371821,636782,"Birmingham","United States","Alabama",35254,"Residential"
822162,636845,"Norfolk","United States","Virginia",16671,"Residential"
243229,636910,"Cedar Rapids","United States","Iowa",52410,"Residential"
156870,637171,"Orlando","United States","Florida",32819,"Residential"
189289,639134,"Springfield","United States","Missouri",978,"Business"
806432,640640,"Maple Plain","United States","Minnesota",46532,"Business"
126130,640840,"Orlando","United States","Florida",27572,"Business"
420796,640944,"Grand Rapids","United States","Michigan",16073,"Residential"
360870,642450,"Anchorage","United States","Alaska",99522,"Business"
930737,642979,"Denver","United States","Colorado",80204,"Other"
419260,643171,"El Paso","United States","Texas",88525,"Business"
853600,643549,"Birmingham","United States","Alabama",35254,"Business"
465127,644208,"Huntsville","United States","Alabama",35815,"Residential"
124552,646028,"Fresno","United States","California",54832,"Residential"
46860,646512,"Jacksonville","United States","Florida",3913,"Business"
697122,647360,"Katy","United States","Texas",77018,"Residential"
418647,648193,"Saint Petersburg","United States","Florida",33710,"Residential"
224076,648532,"Shreveport","United States","Louisiana",71115,"Business"
995887,648978,"Independence","United States","Missouri",64054,"Business"
970138,649165,"Salt Lake City","United States","Utah",84115,"Business"
625404,651012,"San Diego","United States","California",92127,"Residential"
844566,653110,"Whittier","United States","California",90610,"Business"
444639,653190,"Lynn","United States","Massachusetts",1905,"Residential"
301067,655176,"Wilkes Barre","United States","Pennsylvania",3735,"Residential"
592428,655799,"Norfolk","United States","Virginia",23504,"Business"
889266,658199,"Pittsburgh","United States","Pennsylvania",15240,"Business"
254181,659171,"Honolulu","United States","Hawaii",68602,"Other"
742145,659234,"Saint Petersburg","United States","Florida",22574,"Other"
3418,660674,"Hamilton","United States","Ohio",21709,"Residential"
393688,661155,"Cleveland","United States","Ohio",31127,"Other"
387832,661367,"Atlanta","United States","Georgia",30328,"Residential"
613270,661671,"Provo","United States","Utah",84605,"Business"
977534,663434,"Huntington","United States","West Virginia",25705,"Residential"
27838,663665,"Charleston","United States","West Virginia",9669,"Business"
987005,663834,"Midland","United States","Texas",79710,"Business"
870637,664404,"Newark","United States","New Jersey",7195,"Business"
300127,665446,"Iowa City","United States","Iowa",52245,"Business"
188520,665881,"Honolulu","United States","Hawaii",96825,"Business"
903665,666214,"Fort Lauderdale","United States","Florida",33330,"Business"
505336,666657,"Monticello","United States","Minnesota",55590,"Residential"
312182,667707,"Baton Rouge","United States","Louisiana",64195,"Residential"
656308,668781,"Dayton","United States","Ohio",45440,"Residential"
136638,668990,"Atlanta","United States","Georgia",31136,"Residential"
339773,669236,"San Jose","United States","California",95123,"Residential"
508234,673083,"Boise","United States","Idaho",83727,"Residential"
570333,674406,"New York City","United States","New York",6654,"Residential"
177508,675375,"Farmington","United States","Michigan",48335,"Other"
268682,675428,"Cheyenne","United States","Wyoming",82007,"Residential"
111500,676215,"Annapolis","United States","Maryland",12701,"Business"
604036,677053,"Columbus","United States","Ohio",25919,"Residential"
429733,679763,"Newark","United States","Delaware",19714,"Business"
589006,683193,"Pensacola","United States","Florida",32505,"Residential"
646261,683734,"Atlanta","United States","Georgia",30358,"Residential"
304025,684249,"Jackson","United States","Mississippi",10031,"Residential"
33233,684476,"Buffalo","United States","New York",543,"Residential"
191406,685972,"Oklahoma City","United States","Oklahoma",7718,"Residential"
868045,687005,"Staten Island","United States","New York",10305,"Residential"
223656,687237,"Shreveport","United States","Louisiana",71137,"Residential"
168217,690214,"Huntsville","United States","Alabama",21882,"Business"
46352,690293,"Santa Monica","United States","California",50958,"Business"
835225,691707,"Louisville","United States","Kentucky",40266,"Residential"
386096,692100,"Mesquite","United States","Texas",75185,"Residential"
226113,692772,"Boston","United States","Massachusetts",1165,"Residential"
986799,692788,"Grand Forks","United States","North Dakota",58207,"Residential"
7130,693817,"Phoenix","United States","Arizona",44305,"Residential"
367346,694301,"Orlando","United States","Florida",32868,"Residential"
961499,695698,"Los Angeles","United States","California",90189,"Business"
390920,696585,"Seattle","United States","Washington",98140,"Residential"
335012,696917,"Los Angeles","United States","California",90055,"Other"
611058,697149,"Lubbock","United States","Texas",79491,"Residential"
385722,701609,"Mobile","United States","Alabama",36689,"Business"
183705,702525,"Washington","United States","District of Columbia",20409,"Residential"
117727,703037,"Houston","United States","Texas",77045,"Residential"
130949,703189,"Iowa City","United States","Iowa",2621,"Residential"
337689,705125,"El Paso","United States","Texas",35713,"Residential"
113688,705650,"Lincoln","United States","Nebraska",21417,"Residential"
131234,705756,"Minneapolis","United States","Minnesota",55448,"Residential"
637082,705761,"Bakersfield","United States","California",93305,"Business"
452779,705819,"Toledo","United States","Ohio",43666,"Business"
145681,705964,"Washington","United States","District of Columbia",14530,"Residential"
911690,706056,"Las Vegas","United States","Nevada",89105,"Other"
517041,706373,"Cleveland","United States","Ohio",40740,"Residential"
901117,707453,"Austin","United States","Texas",78737,"Residential"
268573,709984,"Lansing","United States","Michigan",48919,"Business"
468013,710604,"Boston","United States","Massachusetts",1030,"Residential"
636584,712540,"Tulsa","United States","Oklahoma",74193,"Residential"
84536,712746,"Bakersfield","United States","California",57643,"Residential"
186701,712917,"Cincinnati","United States","Ohio",45296,"Residential"
314841,713161,"Saint Louis","United States","Missouri",42478,"Business"
5435,713861,"Aurora","United States","Illinois",37613,"Residential"
297226,714028,"Chicago","United States","Illinois",17100,"Residential"
369326,714151,"Bakersfield","United States","California",93305,"Residential"
392320,717625,"Boynton Beach","United States","Florida",33436,"Residential"
18204,717788,"Seattle","United States","Washington",88084,"Residential"
231950,719365,"Huntington Beach","United States","California",1662,"Business"
410781,720951,"Erie","United States","Pennsylvania",16534,"Residential"
790813,721066,"Richmond","United States","Virginia",23242,"Residential"
151989,721334,"Austin","United States","Texas",19332,"Residential"
46113,723115,"Lees Summit","United States","Missouri",8412,"Business"
145492,723791,"Decatur","United States","Georgia",16147,"Residential"
60782,723927,"Omaha","United States","Nebraska",41148,"Residential"
886559,724496,"Shreveport","United States","Louisiana",71115,"Other"
154000,724602,"Springfield","United States","Missouri",65810,"Residential"
437651,724963,"Tucson","United States","Arizona",76583,"Business"
109036,726870,"Lancaster","United States","Pennsylvania",17622,"Residential"
269494,729000,"Port Saint Lucie","United States","Florida",34985,"Residential"
51937,729575,"Lexington","United States","Kentucky",30264,"Other"
644177,730486,"Lynn","United States","Massachusetts",1905,"Residential"
108279,730489,"Bronx","United States","New York",10459,"Residential"
505475,731228,"Beaumont","United States","Texas",77713,"Other"
353595,731589,"Saint Louis","United States","Missouri",63121,"Residential"
427241,732316,"Durham","United States","North Carolina",27710,"Residential"
334481,732807,"Washington","United States","District of Columbia",1551,"Business"
378783,735768,"Corona","United States","California",92878,"Residential"
493328,735931,"New York City","United States","New York",10175,"Business"
880002,735950,"Detroit","United States","Michigan",48211,"Residential"
