"seller_id","seller_name","seller_address","seller_delivery_method"
3428,"Seller RSeller OSeller Z","Seller Address 44","Standard Shipping"
5989,"Seller PSeller PSeller L","Seller Address 86","Express Shipping"
5452,"Seller ZSeller LSeller M","Seller Address 70","Express Shipping"
1677,"Seller ASeller OSeller F","Seller Address 64","Standard Shipping"
4218,"Seller USeller CSeller J","Seller Address 48","Courier"
1873,"Seller SSeller PSeller C","Seller Address 47","Courier"
1603,"Seller FSeller CSeller T","Seller Address 75","Pickup"
4041,"Seller KSeller ASeller Y","Seller Address 18","Pickup"
8986,"Seller USeller SSeller O","Seller Address 26","Standard Shipping"
7515,"Seller GSeller ISeller Z","Seller Address 70","Standard Shipping"
1530,"Seller JSeller YSeller A","Seller Address 61","Courier"
1482,"Seller YSeller CSeller W","Seller Address 57","Standard Shipping"
1270,"Seller ISeller DSeller U","Seller Address 94","Standard Shipping"
4229,"Seller BSeller USeller K","Seller Address 43","Pickup"
3508,"Seller CSeller PSeller Z","Seller Address 12","Standard Shipping"
1712,"Seller MSeller ISeller U","Seller Address 68","Standard Shipping"
1436,"Seller DSeller LSeller P","Seller Address 94","Pickup"
2824,"Seller CSeller ISeller L","Seller Address 69","Pickup"
4806,"Seller ZSeller ZSeller J","Seller Address 90","Courier"
8895,"Seller USeller LSeller E","Seller Address 14","Pickup"
3181,"Seller ASeller QSeller R","Seller Address 100","Express Shipping"
6443,"Seller ASeller PSeller V","Seller Address 86","Standard Shipping"
1022,"Seller GSeller TSeller Q","Seller Address 16","Express Shipping"
1801,"Seller VSeller HSeller M","Seller Address 8","Express Shipping"
4813,"Seller ESeller ZSeller S","Seller Address 82","Pickup"
5020,"Seller QSeller USeller E","Seller Address 97","Standard Shipping"
3587,"Seller CSeller QSeller Z","Seller Address 65","Courier"
7958,"Seller QSeller SSeller E","Seller Address 7","Pickup"
5927,"Seller MSeller HSeller U","Seller Address 49","Courier"
2392,"Seller SSeller CSeller O","Seller Address 66","Courier"
4354,"Seller SSeller USeller Q","Seller Address 43","Courier"
7516,"Seller VSeller OSeller V","Seller Address 22","Express Shipping"
4436,"Seller CSeller XSeller H","Seller Address 71","Pickup"
8150,"Seller OSeller LSeller G","Seller Address 86","Courier"
9788,"Seller DSeller XSeller V","Seller Address 95","Standard Shipping"
7271,"Seller ISeller ISeller W","Seller Address 91","Courier"
3252,"Seller HSeller QSeller G","Seller Address 5","Standard Shipping"
3786,"Seller RSeller NSeller K","Seller Address 94","Pickup"
8514,"Seller JSeller KSeller W","Seller Address 29","Standard Shipping"
2907,"Seller PSeller JSeller B","Seller Address 65","Standard Shipping"
5124,"Seller DSeller VSeller Z","Seller Address 21","Courier"
5103,"Seller TSeller JSeller A","Seller Address 55","Courier"
8445,"Seller JSeller ZSeller Z","Seller Address 36","Standard Shipping"
9412,"Seller CSeller LSeller F","Seller Address 81","Standard Shipping"
8737,"Seller USeller ISeller Q","Seller Address 6","Express Shipping"
9466,"Seller ZSeller NSeller G","Seller Address 38","Standard Shipping"
2848,"Seller RSeller PSeller D","Seller Address 84","Pickup"
6949,"Seller PSeller ASeller U","Seller Address 29","Courier"
9208,"Seller PSeller YSeller J","Seller Address 43","Courier"
8175,"Seller RSeller CSeller P","Seller Address 51","Courier"
4311,"Seller JSeller ASeller A","Seller Address 49","Courier"
2019,"Seller ISeller OSeller A","Seller Address 98","Express Shipping"
9922,"Seller WSeller LSeller O","Seller Address 34","Standard Shipping"
6333,"Seller ISeller BSeller J","Seller Address 68","Express Shipping"
4854,"Seller ESeller NSeller I","Seller Address 37","Standard Shipping"
6054,"Seller GSeller FSeller C","Seller Address 13","Courier"
7894,"Seller YSeller ASeller R","Seller Address 65","Express Shipping"
2821,"Seller USeller XSeller B","Seller Address 37","Express Shipping"
9749,"Seller WSeller USeller H","Seller Address 11","Express Shipping"
6652,"Seller DSeller RSeller M","Seller Address 42","Pickup"
7417,"Seller ASeller OSeller D","Seller Address 89","Standard Shipping"
9209,"Seller FSeller FSeller T","Seller Address 9","Standard Shipping"
1441,"Seller ISeller ASeller C","Seller Address 51","Standard Shipping"
4049,"Seller ISeller MSeller X","Seller Address 38","Courier"
6195,"Seller SSeller USeller M","Seller Address 83","Pickup"
8317,"Seller ZSeller OSeller E","Seller Address 98","Pickup"
1501,"Seller QSeller ZSeller P","Seller Address 20","Express Shipping"
3515,"Seller DSeller KSeller Q","Seller Address 33","Courier"
3151,"Seller TSeller DSeller M","Seller Address 39","Express Shipping"
2354,"Seller NSeller USeller S","Seller Address 75","Pickup"
9038,"Seller FSeller KSeller M","Seller Address 31","Pickup"
3446,"Seller LSeller KSeller V","Seller Address 61","Standard Shipping"
4109,"Seller USeller SSeller H","Seller Address 10","Standard Shipping"
5843,"Seller DSeller ASeller W","Seller Address 48","Express Shipping"
2868,"Seller JSeller YSeller D","Seller Address 10","Standard Shipping"
4948,"Seller VSeller JSeller V","Seller Address 97","Pickup"
9000,"Seller PSeller LSeller Y","Seller Address 73","Express Shipping"
3340,"Seller XSeller SSeller R","Seller Address 53","Standard Shipping"
3643,"Seller HSeller FSeller I","Seller Address 32","Standard Shipping"
9504,"Seller ISeller BSeller M","Seller Address 43","Pickup"
7072,"Seller OSeller CSeller I","Seller Address 36","Express Shipping"
3490,"Seller TSeller WSeller Z","Seller Address 82","Courier"
4491,"Seller ESeller NSeller P","Seller Address 86","Pickup"
3517,"Seller SSeller XSeller X","Seller Address 69","Express Shipping"
2051,"Seller LSeller RSeller G","Seller Address 83","Standard Shipping"
2793,"Seller SSeller MSeller A","Seller Address 44","Pickup"
2876,"Seller GSeller KSeller L","Seller Address 37","Pickup"
6492,"Seller DSeller KSeller X","Seller Address 56","Express Shipping"
6022,"Seller LSeller KSeller J","Seller Address 73","Courier"
6279,"Seller YSeller ASeller F","Seller Address 27","Courier"
6332,"Seller MSeller GSeller U","Seller Address 53","Express Shipping"
8162,"Seller ISeller ASeller I","Seller Address 70","Standard Shipping"
6537,"Seller QSeller WSeller G","Seller Address 39","Standard Shipping"
1132,"Seller DSeller XSeller Q","Seller Address 53","Standard Shipping"
8575,"Seller WSeller ZSeller T","Seller Address 42","Pickup"
5751,"Seller YSeller ASeller W","Seller Address 53","Pickup"
2471,"Seller ZSeller SSeller V","Seller Address 23","Standard Shipping"
1684,"Seller XSeller BSeller U","Seller Address 89","Courier"
6268,"Seller JSeller OSeller Z","Seller Address 39","Express Shipping"
9797,"Seller TSeller FSeller G","Seller Address 88","Express Shipping"
2650,"Seller BSeller NSeller C","Seller Address 71","Pickup"
9941,"Seller DSeller CSeller B","Seller Address 54","Pickup"
7537,"Seller SSeller SSeller S","Seller Address 48","Standard Shipping"
3811,"Seller TSeller NSeller H","Seller Address 26","Standard Shipping"
4115,"Seller RSeller NSeller J","Seller Address 27","Pickup"
1737,"Seller ESeller JSeller Z","Seller Address 52","Standard Shipping"
1412,"Seller CSeller RSeller D","Seller Address 1","Express Shipping"
8171,"Seller PSeller ASeller S","Seller Address 18","Standard Shipping"
2049,"Seller ESeller ESeller L","Seller Address 58","Courier"
8762,"Seller QSeller QSeller P","Seller Address 75","Express Shipping"
7031,"Seller SSeller WSeller D","Seller Address 38","Courier"
4875,"Seller KSeller ISeller U","Seller Address 25","Pickup"
2626,"Seller WSeller KSeller H","Seller Address 36","Courier"
6517,"Seller SSeller RSeller D","Seller Address 24","Pickup"
7265,"Seller MSeller SSeller F","Seller Address 40","Pickup"
6173,"Seller TSeller SSeller D","Seller Address 9","Courier"
7742,"Seller ZSeller ASeller T","Seller Address 35","Standard Shipping"
1575,"Seller KSeller KSeller F","Seller Address 77","Courier"
2038,"Seller RSeller NSeller D","Seller Address 24","Courier"
2144,"Seller KSeller ESeller V","Seller Address 2","Courier"
7766,"Seller GSeller HSeller Q","Seller Address 65","Standard Shipping"
4778,"Seller HSeller LSeller O","Seller Address 24","Express Shipping"
5554,"Seller XSeller QSeller A","Seller Address 68","Pickup"
5941,"Seller MSeller USeller X","Seller Address 54","Pickup"
4199,"Seller SSeller BSeller C","Seller Address 71","Pickup"
2830,"Seller SSeller CSeller P","Seller Address 50","Courier"
4995,"Seller CSeller DSeller U","Seller Address 43","Express Shipping"
9420,"Seller ESeller CSeller X","Seller Address 32","Courier"
6477,"Seller LSeller SSeller Z","Seller Address 52","Express Shipping"
3769,"Seller YSeller FSeller E","Seller Address 93","Express Shipping"
2986,"Seller GSeller SSeller F","Seller Address 7","Express Shipping"
2143,"Seller SSeller CSeller M","Seller Address 51","Pickup"
3298,"Seller OSeller SSeller Q","Seller Address 35","Standard Shipping"
7002,"Seller BSeller QSeller Y","Seller Address 98","Express Shipping"
8131,"Seller PSeller VSeller U","Seller Address 82","Pickup"
4098,"Seller LSeller VSeller M","Seller Address 67","Standard Shipping"
2595,"Seller FSeller ISeller R","Seller Address 40","Standard Shipping"
9719,"Seller ESeller YSeller V","Seller Address 75","Pickup"
2627,"Seller LSeller VSeller D","Seller Address 10","Pickup"
6717,"Seller ISeller MSeller J","Seller Address 22","Standard Shipping"
2274,"Seller SSeller VSeller W","Seller Address 60","Express Shipping"
5399,"Seller XSeller TSeller A","Seller Address 70","Express Shipping"
4479,"Seller MSeller TSeller X","Seller Address 53","Standard Shipping"
5678,"Seller XSeller SSeller F","Seller Address 36","Express Shipping"
4411,"Seller ASeller SSeller Q","Seller Address 12","Standard Shipping"
5430,"Seller DSeller NSeller T","Seller Address 35","Express Shipping"
2459,"Seller DSeller SSeller M","Seller Address 83","Courier"
8770,"Seller BSeller ISeller X","Seller Address 59","Pickup"
6341,"Seller RSeller ZSeller F","Seller Address 92","Courier"
5171,"Seller USeller DSeller N","Seller Address 67","Courier"
4966,"Seller WSeller ZSeller K","Seller Address 71","Courier"
6250,"Seller SSeller ESeller G","Seller Address 33","Express Shipping"
3395,"Seller BSeller ISeller R","Seller Address 73","Express Shipping"
9773,"Seller MSeller OSeller K","Seller Address 94","Express Shipping"
4288,"Seller ZSeller USeller B","Seller Address 42","Express Shipping"
5603,"Seller GSeller USeller C","Seller Address 65","Courier"
1680,"Seller YSeller YSeller G","Seller Address 50","Standard Shipping"
3545,"Seller GSeller NSeller Z","Seller Address 100","Pickup"
8470,"Seller QSeller ZSeller J","Seller Address 97","Express Shipping"
1886,"Seller DSeller SSeller E","Seller Address 54","Express Shipping"
3462,"Seller FSeller XSeller X","Seller Address 59","Pickup"
4238,"Seller YSeller OSeller V","Seller Address 35","Courier"
3693,"Seller OSeller CSeller Z","Seller Address 23","Standard Shipping"
6807,"Seller QSeller FSeller O","Seller Address 7","Standard Shipping"
2535,"Seller BSeller RSeller Z","Seller Address 14","Standard Shipping"
7599,"Seller FSeller PSeller N","Seller Address 72","Courier"
9775,"Seller CSeller BSeller E","Seller Address 83","Express Shipping"
1917,"Seller QSeller ZSeller N","Seller Address 92","Pickup"
9275,"Seller MSeller WSeller N","Seller Address 42","Courier"
3757,"Seller VSeller YSeller B","Seller Address 100","Pickup"
2467,"Seller FSeller NSeller Z","Seller Address 33","Express Shipping"
9830,"Seller OSeller LSeller I","Seller Address 69","Courier"
7544,"Seller CSeller MSeller Y","Seller Address 62","Courier"
9956,"Seller CSeller XSeller X","Seller Address 94","Courier"
3041,"Seller XSeller GSeller W","Seller Address 22","Pickup"
2941,"Seller ASeller ZSeller D","Seller Address 71","Pickup"
9066,"Seller YSeller ASeller L","Seller Address 8","Courier"
8569,"Seller WSeller NSeller M","Seller Address 17","Courier"
1218,"Seller KSeller PSeller Q","Seller Address 2","Express Shipping"
9962,"Seller USeller XSeller P","Seller Address 15","Express Shipping"
2631,"Seller ZSeller HSeller X","Seller Address 14","Courier"
5151,"Seller ZSeller GSeller N","Seller Address 72","Courier"
2518,"Seller DSeller BSeller P","Seller Address 44","Pickup"
9206,"Seller ZSeller GSeller X","Seller Address 47","Standard Shipping"
4126,"Seller ZSeller PSeller J","Seller Address 34","Standard Shipping"
9448,"Seller VSeller ISeller Y","Seller Address 88","Courier"
6781,"Seller QSeller SSeller R","Seller Address 46","Courier"
6536,"Seller HSeller FSeller P","Seller Address 30","Pickup"
9888,"Seller HSeller NSeller N","Seller Address 80","Express Shipping"
1707,"Seller BSeller QSeller Q","Seller Address 19","Express Shipping"
3487,"Seller ASeller CSeller S","Seller Address 95","Courier"
4567,"Seller FSeller RSeller R","Seller Address 58","Standard Shipping"
3083,"Seller FSeller RSeller D","Seller Address 46","Courier"
9202,"Seller PSeller CSeller D","Seller Address 1","Pickup"
4945,"Seller RSeller FSeller Z","Seller Address 40","Courier"
1092,"Seller JSeller TSeller L","Seller Address 83","Pickup"
7432,"Seller USeller MSeller F","Seller Address 7","Pickup"
5925,"Seller LSeller HSeller C","Seller Address 14","Standard Shipping"
4426,"Seller CSeller USeller D","Seller Address 89","Standard Shipping"
7172,"Seller SSeller YSeller K","Seller Address 32","Pickup"
3357,"Seller XSeller QSeller N","Seller Address 11","Standard Shipping"
4158,"Seller LSeller LSeller Z","Seller Address 52","Courier"
4051,"Seller ZSeller QSeller C","Seller Address 77","Pickup"
7223,"Seller JSeller VSeller L","Seller Address 28","Courier"
5408,"Seller OSeller FSeller K","Seller Address 68","Courier"
2229,"Seller JSeller GSeller S","Seller Address 4","Pickup"
5298,"Seller OSeller WSeller U","Seller Address 32","Standard Shipping"
8995,"Seller TSeller YSeller I","Seller Address 57","Pickup"
4670,"Seller USeller JSeller R","Seller Address 40","Standard Shipping"
6349,"Seller CSeller BSeller R","Seller Address 32","Standard Shipping"
1326,"Seller HSeller DSeller A","Seller Address 22","Pickup"
9435,"Seller GSeller VSeller F","Seller Address 79","Courier"
4585,"Seller MSeller ZSeller U","Seller Address 98","Courier"
5935,"Seller GSeller NSeller S","Seller Address 93","Standard Shipping"
2277,"Seller WSeller TSeller U","Seller Address 5","Express Shipping"
4519,"Seller GSeller ISeller S","Seller Address 18","Standard Shipping"
8713,"Seller QSeller BSeller A","Seller Address 40","Express Shipping"
9750,"Seller JSeller KSeller L","Seller Address 56","Pickup"
6338,"Seller KSeller GSeller W","Seller Address 39","Standard Shipping"
5860,"Seller CSeller PSeller A","Seller Address 45","Courier"
3731,"Seller PSeller YSeller Y","Seller Address 35","Pickup"
8763,"Seller DSeller DSeller G","Seller Address 100","Pickup"
7116,"Seller YSeller NSeller B","Seller Address 38","Pickup"
3876,"Seller VSeller VSeller G","Seller Address 54","Standard Shipping"
5665,"Seller TSeller RSeller B","Seller Address 26","Standard Shipping"
4930,"Seller SSeller ZSeller G","Seller Address 43","Express Shipping"
7802,"Seller RSeller USeller P","Seller Address 41","Pickup"
2608,"Seller LSeller XSeller C","Seller Address 65","Standard Shipping"
9939,"Seller ISeller ZSeller J","Seller Address 56","Courier"
7552,"Seller DSeller NSeller M","Seller Address 41","Express Shipping"
4883,"Seller DSeller YSeller E","Seller Address 48","Express Shipping"
2645,"Seller ASeller YSeller F","Seller Address 23","Courier"
1967,"Seller VSeller SSeller E","Seller Address 57","Pickup"
3573,"Seller FSeller YSeller D","Seller Address 34","Standard Shipping"
5110,"Seller WSeller FSeller V","Seller Address 31","Pickup"
1795,"Seller NSeller USeller L","Seller Address 11","Standard Shipping"
6180,"Seller NSeller HSeller B","Seller Address 1","Courier"
9828,"Seller FSeller LSeller B","Seller Address 96","Courier"
7915,"Seller CSeller WSeller R","Seller Address 39","Courier"
2170,"Seller GSeller QSeller A","Seller Address 45","Express Shipping"
8224,"Seller NSeller ZSeller H","Seller Address 88","Express Shipping"
7513,"Seller OSeller ISeller N","Seller Address 7","Standard Shipping"
2502,"Seller NSeller YSeller K","Seller Address 42","Standard Shipping"
4559,"Seller JSeller VSeller S","Seller Address 14","Express Shipping"
4024,"Seller VSeller TSeller F","Seller Address 88","Courier"
5194,"Seller KSeller ZSeller F","Seller Address 25","Express Shipping"
9903,"Seller ESeller CSeller M","Seller Address 87","Express Shipping"
7538,"Seller DSeller OSeller S","Seller Address 19","Courier"
1567,"Seller KSeller NSeller I","Seller Address 73","Standard Shipping"
8613,"Seller QSeller NSeller T","Seller Address 51","Courier"
5616,"Seller XSeller ASeller M","Seller Address 61","Standard Shipping"
3038,"Seller ISeller OSeller V","Seller Address 90","Standard Shipping"
5478,"Seller YSeller RSeller B","Seller Address 4","Express Shipping"
2900,"Seller FSeller RSeller K","Seller Address 70","Pickup"
4726,"Seller WSeller JSeller N","Seller Address 91","Pickup"
2338,"Seller PSeller LSeller R","Seller Address 10","Standard Shipping"
4129,"Seller BSeller NSeller M","Seller Address 76","Courier"
9266,"Seller VSeller QSeller D","Seller Address 23","Express Shipping"
5756,"Seller TSeller ESeller S","Seller Address 51","Standard Shipping"
6391,"Seller BSeller DSeller G","Seller Address 82","Express Shipping"
7498,"Seller JSeller WSeller A","Seller Address 99","Express Shipping"
6593,"Seller ESeller JSeller B","Seller Address 60","Pickup"
5146,"Seller ASeller MSeller B","Seller Address 42","Standard Shipping"
4975,"Seller OSeller GSeller Q","Seller Address 1","Standard Shipping"
5546,"Seller NSeller JSeller B","Seller Address 16","Pickup"
6803,"Seller WSeller XSeller S","Seller Address 76","Express Shipping"
7794,"Seller BSeller LSeller V","Seller Address 61","Pickup"
2318,"Seller DSeller CSeller O","Seller Address 92","Express Shipping"
7454,"Seller USeller NSeller G","Seller Address 50","Courier"
8428,"Seller LSeller VSeller H","Seller Address 6","Courier"
1334,"Seller KSeller LSeller M","Seller Address 9","Standard Shipping"
1336,"Seller RSeller SSeller D","Seller Address 85","Express Shipping"
7286,"Seller GSeller GSeller H","Seller Address 47","Express Shipping"
6225,"Seller TSeller ASeller F","Seller Address 27","Express Shipping"
8740,"Seller JSeller ESeller R","Seller Address 90","Courier"
4792,"Seller ZSeller GSeller D","Seller Address 67","Pickup"
1545,"Seller FSeller HSeller R","Seller Address 63","Standard Shipping"
4607,"Seller QSeller NSeller J","Seller Address 19","Standard Shipping"
3751,"Seller TSeller XSeller Q","Seller Address 46","Courier"
8341,"Seller RSeller TSeller O","Seller Address 92","Standard Shipping"
1754,"Seller DSeller JSeller K","Seller Address 30","Pickup"
8119,"Seller FSeller DSeller X","Seller Address 48","Courier"
8541,"Seller MSeller DSeller Y","Seller Address 78","Courier"
8181,"Seller XSeller GSeller X","Seller Address 56","Standard Shipping"
5936,"Seller SSeller TSeller P","Seller Address 61","Courier"
5785,"Seller JSeller SSeller F","Seller Address 96","Standard Shipping"
1006,"Seller MSeller KSeller G","Seller Address 84","Standard Shipping"
1077,"Seller TSeller SSeller W","Seller Address 23","Courier"
3153,"Seller PSeller MSeller R","Seller Address 1","Express Shipping"
4399,"Seller FSeller ESeller E","Seller Address 4","Pickup"
3254,"Seller SSeller LSeller U","Seller Address 41","Courier"
6886,"Seller RSeller YSeller T","Seller Address 22","Express Shipping"
1380,"Seller RSeller MSeller F","Seller Address 12","Express Shipping"
6129,"Seller FSeller RSeller W","Seller Address 17","Express Shipping"
4770,"Seller SSeller USeller X","Seller Address 17","Pickup"
2321,"Seller NSeller YSeller E","Seller Address 51","Express Shipping"
9659,"Seller SSeller NSeller F","Seller Address 69","Pickup"
6574,"Seller WSeller SSeller T","Seller Address 84","Standard Shipping"
6121,"Seller GSeller HSeller I","Seller Address 92","Express Shipping"
6188,"Seller ASeller CSeller O","Seller Address 44","Express Shipping"
3875,"Seller OSeller LSeller A","Seller Address 99","Courier"
3204,"Seller MSeller JSeller D","Seller Address 13","Courier"
6979,"Seller ESeller ESeller P","Seller Address 54","Standard Shipping"
9763,"Seller OSeller VSeller D","Seller Address 89","Courier"
4622,"Seller BSeller FSeller P","Seller Address 16","Express Shipping"
9779,"Seller CSeller GSeller L","Seller Address 25","Express Shipping"
6918,"Seller HSeller ASeller P","Seller Address 28","Pickup"
4385,"Seller BSeller NSeller H","Seller Address 62","Courier"
2125,"Seller ESeller WSeller L","Seller Address 21","Express Shipping"
6504,"Seller PSeller BSeller K","Seller Address 22","Express Shipping"
8605,"Seller MSeller ISeller X","Seller Address 39","Courier"
3848,"Seller ASeller SSeller R","Seller Address 40","Pickup"
5457,"Seller OSeller KSeller O","Seller Address 74","Express Shipping"
8582,"Seller RSeller YSeller C","Seller Address 46","Standard Shipping"
9782,"Seller CSeller SSeller O","Seller Address 37","Standard Shipping"
6841,"Seller TSeller JSeller E","Seller Address 14","Pickup"
4267,"Seller CSeller XSeller D","Seller Address 80","Standard Shipping"
7930,"Seller KSeller XSeller U","Seller Address 80","Express Shipping"
6750,"Seller DSeller LSeller B","Seller Address 80","Express Shipping"
1697,"Seller BSeller HSeller B","Seller Address 72","Pickup"
9569,"Seller GSeller PSeller H","Seller Address 61","Standard Shipping"
9142,"Seller VSeller YSeller J","Seller Address 77","Standard Shipping"
7404,"Seller SSeller USeller Q","Seller Address 17","Pickup"
3343,"Seller FSeller PSeller K","Seller Address 80","Pickup"
2097,"Seller PSeller ESeller W","Seller Address 31","Courier"
4631,"Seller TSeller ISeller W","Seller Address 26","Pickup"
4614,"Seller SSeller GSeller Q","Seller Address 71","Pickup"
9086,"Seller HSeller DSeller D","Seller Address 71","Courier"
2408,"Seller KSeller HSeller M","Seller Address 22","Standard Shipping"
8860,"Seller VSeller SSeller J","Seller Address 53","Courier"
6638,"Seller DSeller JSeller Y","Seller Address 86","Courier"
6688,"Seller XSeller JSeller Z","Seller Address 9","Pickup"
3396,"Seller WSeller BSeller K","Seller Address 85","Courier"
5128,"Seller GSeller BSeller H","Seller Address 29","Express Shipping"
6740,"Seller FSeller JSeller H","Seller Address 59","Express Shipping"
5047,"Seller DSeller VSeller B","Seller Address 54","Express Shipping"
2764,"Seller XSeller KSeller D","Seller Address 36","Courier"
5803,"Seller YSeller KSeller H","Seller Address 74","Pickup"
3303,"Seller USeller DSeller V","Seller Address 94","Express Shipping"
3526,"Seller DSeller ASeller X","Seller Address 94","Pickup"
4794,"Seller HSeller DSeller P","Seller Address 43","Courier"
5939,"Seller ZSeller YSeller T","Seller Address 36","Courier"
7582,"Seller ISeller ESeller B","Seller Address 37","Pickup"
9998,"Seller WSeller RSeller N","Seller Address 65","Express Shipping"
2543,"Seller ZSeller ISeller S","Seller Address 40","Courier"
2916,"Seller YSeller ISeller G","Seller Address 1","Courier"
7963,"Seller YSeller BSeller M","Seller Address 57","Express Shipping"
1854,"Seller XSeller YSeller U","Seller Address 83","Express Shipping"
3390,"Seller MSeller ZSeller N","Seller Address 98","Pickup"
8385,"Seller KSeller ZSeller M","Seller Address 13","Courier"
9747,"Seller ASeller WSeller Y","Seller Address 71","Express Shipping"
1820,"Seller DSeller JSeller T","Seller Address 70","Express Shipping"
8866,"Seller ISeller ISeller R","Seller Address 86","Express Shipping"
3971,"Seller RSeller BSeller J","Seller Address 85","Courier"
3918,"Seller DSeller BSeller P","Seller Address 70","Express Shipping"
5286,"Seller FSeller VSeller S","Seller Address 96","Express Shipping"
8745,"Seller HSeller GSeller T","Seller Address 78","Express Shipping"
9556,"Seller TSeller TSeller Q","Seller Address 66","Express Shipping"
2839,"Seller VSeller PSeller P","Seller Address 51","Express Shipping"
2466,"Seller NSeller BSeller Y","Seller Address 12","Express Shipping"
1687,"Seller WSeller FSeller A","Seller Address 54","Courier"
5416,"Seller XSeller MSeller L","Seller Address 95","Express Shipping"
6714,"Seller QSeller OSeller N","Seller Address 83","Courier"
9280,"Seller MSeller SSeller Z","Seller Address 29","Pickup"
6469,"Seller QSeller CSeller C","Seller Address 43","Standard Shipping"
7884,"Seller PSeller WSeller I","Seller Address 56","Standard Shipping"
1928,"Seller ISeller ASeller V","Seller Address 27","Courier"
7876,"Seller WSeller BSeller X","Seller Address 5","Pickup"
1426,"Seller USeller ISeller Z","Seller Address 39","Courier"
6555,"Seller ESeller TSeller A","Seller Address 97","Pickup"
9985,"Seller JSeller CSeller E","Seller Address 90","Express Shipping"
5601,"Seller HSeller OSeller Z","Seller Address 77","Courier"
1833,"Seller USeller ASeller Y","Seller Address 93","Pickup"
5527,"Seller TSeller JSeller Q","Seller Address 39","Express Shipping"
7581,"Seller USeller QSeller E","Seller Address 79","Standard Shipping"
8208,"Seller VSeller ESeller B","Seller Address 3","Standard Shipping"
7751,"Seller CSeller JSeller U","Seller Address 93","Courier"
8495,"Seller WSeller PSeller B","Seller Address 21","Standard Shipping"
5139,"Seller TSeller FSeller L","Seller Address 83","Standard Shipping"
8925,"Seller VSeller GSeller U","Seller Address 80","Express Shipping"
1915,"Seller YSeller JSeller O","Seller Address 66","Standard Shipping"
8754,"Seller GSeller PSeller P","Seller Address 62","Standard Shipping"
8279,"Seller QSeller ZSeller J","Seller Address 93","Pickup"
5637,"Seller WSeller NSeller B","Seller Address 42","Standard Shipping"
4430,"Seller OSeller MSeller W","Seller Address 8","Courier"
6848,"Seller JSeller YSeller Z","Seller Address 7","Courier"
8163,"Seller TSeller SSeller X","Seller Address 22","Express Shipping"
3663,"Seller HSeller GSeller I","Seller Address 80","Courier"
4596,"Seller VSeller DSeller N","Seller Address 31","Courier"
1940,"Seller PSeller MSeller V","Seller Address 10","Standard Shipping"
4823,"Seller NSeller KSeller E","Seller Address 88","Express Shipping"
3430,"Seller MSeller YSeller N","Seller Address 77","Courier"
7753,"Seller RSeller GSeller M","Seller Address 24","Standard Shipping"
9501,"Seller PSeller ZSeller Q","Seller Address 70","Standard Shipping"
4605,"Seller RSeller NSeller Q","Seller Address 81","Pickup"
5463,"Seller ASeller DSeller O","Seller Address 91","Courier"
1815,"Seller HSeller MSeller X","Seller Address 12","Courier"
2547,"Seller QSeller HSeller T","Seller Address 30","Pickup"
4674,"Seller SSeller QSeller C","Seller Address 34","Express Shipping"
5418,"Seller WSeller USeller M","Seller Address 21","Standard Shipping"
9098,"Seller NSeller WSeller V","Seller Address 51","Courier"
5809,"Seller CSeller SSeller Z","Seller Address 9","Courier"
7869,"Seller VSeller BSeller Z","Seller Address 77","Pickup"
1882,"Seller OSeller LSeller F","Seller Address 80","Express Shipping"
3139,"Seller ISeller ISeller N","Seller Address 59","Standard Shipping"
7035,"Seller USeller HSeller S","Seller Address 75","Courier"
3620,"Seller VSeller OSeller G","Seller Address 76","Express Shipping"
3377,"Seller YSeller OSeller B","Seller Address 95","Pickup"
6216,"Seller VSeller TSeller D","Seller Address 59","Pickup"
9808,"Seller XSeller MSeller H","Seller Address 16","Standard Shipping"
8345,"Seller SSeller QSeller J","Seller Address 63","Standard Shipping"
9713,"Seller TSeller BSeller B","Seller Address 89","Courier"
3522,"Seller YSeller GSeller U","Seller Address 30","Standard Shipping"
6642,"Seller DSeller USeller W","Seller Address 5","Express Shipping"
4853,"Seller NSeller OSeller E","Seller Address 56","Standard Shipping"
1300,"Seller ASeller USeller Z","Seller Address 1","Courier"
6617,"Seller RSeller ISeller M","Seller Address 33","Standard Shipping"
5300,"Seller FSeller USeller Y","Seller Address 83","Express Shipping"
4993,"Seller VSeller KSeller M","Seller Address 21","Express Shipping"
3689,"Seller GSeller HSeller T","Seller Address 49","Pickup"
9600,"Seller YSeller PSeller A","Seller Address 61","Pickup"
9459,"Seller HSeller FSeller D","Seller Address 47","Pickup"
3368,"Seller USeller TSeller N","Seller Address 48","Pickup"
7343,"Seller RSeller KSeller E","Seller Address 91","Express Shipping"
6719,"Seller HSeller TSeller I","Seller Address 19","Pickup"
2145,"Seller SSeller DSeller R","Seller Address 95","Standard Shipping"
2831,"Seller YSeller YSeller M","Seller Address 9","Pickup"
7855,"Seller ISeller QSeller I","Seller Address 21","Pickup"
8721,"Seller SSeller PSeller J","Seller Address 43","Courier"
3411,"Seller QSeller PSeller E","Seller Address 93","Pickup"
4981,"Seller GSeller GSeller E","Seller Address 63","Express Shipping"
6837,"Seller CSeller BSeller X","Seller Address 84","Express Shipping"
1984,"Seller XSeller BSeller C","Seller Address 23","Standard Shipping"
5309,"Seller VSeller DSeller Z","Seller Address 4","Standard Shipping"
